Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
apple watch in verizon	USD	50000	-90%	-90%	High	95	0.52	4.44
vz phone	USD	50000	0%	0%	High	92	2.00	6.50
verizon for apple watch	USD	50000	-90%	-90%	High	95	0.52	4.44
apple watch and verizon	USD	50000	-90%	-90%	High	95	0.52	4.44
verizon fios fiber optic internet	USD	50000	-90%	0%	Low	3	2.49	32.11
verizon prepaid deal	USD	50000	0%	0%	Medium	49	2.52	7.69
verizon phone phone	USD	50000	0%	0%	High	92	2.00	6.50
verizon prepaid smartphone plans	USD	50000	0%	0%	Medium	49	2.52	7.69
verizon trade in envelope	USD	50000	0%	0%	Low	0		
vz fios login	USD	50000	0%	0%	Low	1	0.01	0.01
vzw fios login	USD	50000	0%	0%	Low	1	0.01	0.01
verizon business plans	USD	5000	0%	0%	Medium	51	6.64	211.35
verizon cable and internet	USD	5000	0%	0%	Medium	39	2.74	15.57
verizon phones for sale	USD	5000	0%	0%	High	100	0.73	23.49
verizon fios plans	USD	5000	0%	0%	Low	20	7.94	14.25
verizon pay as you go	USD	5000	0%	0%	High	69	2.47	7.85
verizon tv and internet	USD	5000	-90%	-90%	Medium	36	2.24	8.00
prepaid verizon	USD	5000	0%	0%	High	82	2.64	8.00
verizon tv packages	USD	5000	0%	0%	Low	24	2.70	9.33
fios for business	USD	5000	0%	-90%	Medium	52	17.07	50.74
verizon gizmo	USD	5000	0%	0%	High	82	0.61	2.98
verizon 5g home	USD	5000	0%	0%	Low	14	3.09	7.01
fios cable	USD	5000	0%	0%	Low	22	3.02	13.13
verizon cable packages	USD	5000	0%	0%	Medium	34	2.84	6.23
fios plans	USD	5000	0%	0%	Low	20	7.94	14.25
verizon new phone deals	USD	5000	-90%	0%	High	94	2.10	55.24
prepaid verizon plans	USD	5000	0%	0%	High	82	2.40	8.00
verizon gizmo watch	USD	5000	0%	0%	High	88	0.55	3.09
verizon tv packages prices	USD	5000	0%	0%	Low	24	4.00	11.34
fios home internet plans	USD	5000	-90%	0%	Low	18	2.17	9.19
verizon 5g home internet speed	USD	5000	0%	0%	Low	7	4.37	8.43
verizon tv and internet packages	USD	5000	0%	0%	Low	29	2.61	11.67
verizon cable tv	USD	5000	0%	900%	Medium	38	1.85	11.18
verizon bundle deals	USD	5000	0%	0%	Medium	43	4.38	22.33
verizon packages	USD	5000	-90%	-90%	Low	31	3.00	18.31
verizon tablets	USD	5000	0%	0%	High	96	0.22	2.14
verizon smartphones	USD	5000	0%	0%	High	81	2.00	30.00
fios fiber	USD	5000	0%	0%	Low	30	3.47	24.45
verizon fios cable	USD	5000	0%	0%	Low	22	3.02	13.13
5g home internet verizon	USD	5000	-90%	0%	Low	10	3.32	8.10
verizon internet cost	USD	5000	0%	0%	Low	24	2.50	11.84
fios packages	USD	5000	0%	-90%	Low	24	3.02	21.81
verizon tv internet	USD	5000	-90%	-90%	Medium	36	2.24	8.00
verizon gizmowatch 2	USD	5000	0%	-90%	Low	19	1.86	5.45
verizon internet 5g	USD	5000	0%	0%	Low	22	3.38	28.61
verizon package deals	USD	5000	0%	0%	Medium	43	4.38	22.33
verizon fios packages	USD	5000	0%	-90%	Low	24	3.02	21.81
verizon internet price	USD	5000	0%	0%	Low	27	2.42	19.00
fios bundles	USD	5000	0%	-90%	Low	10	2.50	15.55
ipad verizon	USD	5000	0%	0%	High	98	0.40	3.61
fios tv and internet packages	USD	5000	0%	0%	Low	14	2.50	14.89
verizon bundles	USD	5000	0%	0%	Low	24	3.00	15.18
fios price	USD	5000	0%	0%	Low	25	7.94	18.27
verizon cable deals	USD	5000	0%	0%	Medium	34	2.84	6.23
verizon data breach	USD	5000	0%	0%	Low	1	1.24	6.46
iphone se verizon	USD	5000	0%	-90%	High	100	0.34	2.50
verizon wifi prices	USD	5000	0%	0%	Low	26	2.63	17.80
verizon tv plans	USD	5000	0%	0%	Low	24	2.70	9.33
verizon fios home internet plans	USD	5000	-90%	900%	Low	1	5.85	11.81
fios cable tv	USD	5000	0%	0%	Low	22	3.02	13.13
fios speeds	USD	5000	0%	0%	Low	17	9.19	23.53
prepaid plans verizon	USD	5000	0%	0%	Medium	58	2.33	7.50
fios rates	USD	5000	0%	0%	Low	25	7.94	18.27
verizon internet and tv plans	USD	5000	0%	0%	Low	29	2.61	11.67
verizon specials on phones	USD	5000	-90%	-90%	High	79	3.00	22.12
verizon fios tv and internet bundle	USD	5000	0%	900%	Low	2	2.50	23.43
trade in phone verizon	USD	5000	-90%	0%	Medium	41	2.00	5.75
verizon fios fiber	USD	5000	0%	0%	Low	30	3.47	24.45
verizon internet and tv bundle	USD	5000	0%	0%	Low	29	2.61	11.67
verizon wifi cost	USD	5000	0%	0%	Low	26	2.63	17.80
verizon internet phone bundle	USD	5000	0%	900%	Low	23	3.22	18.94
verizon fios bundle	USD	5000	0%	-90%	Low	10	2.50	15.55
pay as you go verizon plans	USD	5000	0%	0%	High	82	2.40	8.00
student discount verizon	USD	5000	0%	0%	Low	23	8.00	16.84
verizon apple music	USD	5000	0%	-90%	Low	8	2.00	2.00
verizon fios speeds	USD	5000	0%	0%	Low	17	9.19	23.53
verizon fios tv plans	USD	5000	0%	0%	Low	2	8.75	15.70
verizon fios 300 mbps	USD	5000	0%	0%	Low	15	6.00	14.25
verizon internet and phone bundle	USD	5000	0%	900%	Low	23	3.22	18.94
fios tv internet bundle	USD	5000	0%	0%	Low	14	2.50	14.89
verizon fios internet speeds	USD	5000	0%	0%	Low	17	9.19	23.53
trade in value verizon	USD	5000	0%	0%	Low	17	2.00	31.23
verizon fios cable tv	USD	5000	0%	0%	Low	22	3.02	13.13
verizon tv and internet deals	USD	5000	0%	0%	Low	29	2.61	11.67
verizon deals on apple watch	USD	5000	-90%	0%	High	95	0.58	4.35
verizon internet plan prices	USD	5000	0%	0%	Low	32	2.28	20.85
fios tv bundles	USD	5000	0%	0%	Low	2	2.50	17.39
verizon unlimited plans prepaid	USD	5000	0%	900%	Medium	38	1.37	6.50
verizon trade in program	USD	5000	0%	0%	Low	2	2.00	14.34
fios internet and tv plans	USD	5000	0%	0%	Low	14	2.50	14.89
cell phones from verizon	USD	5000	0%	0%	High	93	2.00	30.00
verizon internet package deals	USD	5000	0%	0%	Low	28	3.50	9.50
verizon device trade in	USD	5000	-90%	0%	Medium	41	2.00	5.75
myverizonlogin	USD	5000	0%	-90%	Low	1	0.01	0.01
fios tv and internet deals	USD	5000	0%	0%	Low	14	2.50	14.89
fios internet and tv bundle	USD	5000	0%	0%	Low	14	2.50	14.89
verizon tv internet packages	USD	5000	0%	0%	Low	29	2.61	11.67
verizon internet fees	USD	5000	0%	0%	Low	27	2.42	19.00
verizon tv internet plans	USD	5000	0%	0%	Low	29	2.61	11.67
verizon internet and phone package	USD	5000	0%	900%	Low	23	3.22	18.94
verizon fios and tv bundle	USD	5000	0%	0%	Low	2	2.50	17.39
verizon fios tv internet packages	USD	5000	0%	0%	Low	14	2.50	14.89
verizon fios and cable	USD	5000	0%	0%	Low	22	3.02	13.13
verizon pay as u go	USD	5000	0%	0%	High	69	2.47	7.85
verizon fios internet tv bundle	USD	5000	0%	900%	Low	2	2.50	23.43
verizon cable specials	USD	5000	0%	0%	Medium	34	2.84	6.23
gizmo watches verizon	USD	5000	0%	0%	High	88	0.55	3.09
verizon fios tv and internet packages	USD	5000	0%	0%	Low	14	2.50	14.89
verizon internet and television	USD	5000	-90%	-90%	Medium	36	2.24	8.00
verizon fios account	USD	5000	0%	0%	Low	1	0.01	0.02
verizon androids	USD	5000	0%	0%	High	97	0.66	2.50
fios tv internet packages	USD	5000	0%	0%	Low	14	2.50	14.89
verizon cable television	USD	5000	0%	900%	Medium	38	1.85	11.18
verizon tv and cable	USD	5000	0%	900%	Medium	38	1.85	11.18
verizon internet and phone plan	USD	5000	0%	-90%	Low	28	3.41	16.31
verizon cable & internet	USD	5000	0%	0%	Medium	39	2.74	15.57
verizon cable bundles	USD	5000	0%	0%	Medium	34	2.84	6.23
fiber optic internet verizon	USD	5000	0%	0%	Medium	36	2.63	15.79
verizon fios new customer packages	USD	5000	0%	0%	Low	29	7.00	21.92
verizon fios and internet deals	USD	5000	0%	900%	Low	6	3.62	16.49
verizon trade in plan	USD	5000	0%	0%	Low	2	2.00	14.34
verizon television packages	USD	5000	0%	0%	Low	24	2.70	9.33
fios account	USD	5000	0%	0%	Low	1	0.01	0.02
verizon for cable	USD	5000	0%	0%	Medium	38	3.02	11.65
trading in iphone verizon	USD	5000	0%	0%	Medium	56	1.72	10.48
verizon buyback program	USD	5000	0%	0%	Low	2	2.00	14.34
fios internet bundles	USD	5000	0%	9900%	Low	1	11.52	29.10
verizon fios tv bundles	USD	5000	0%	0%	Low	2	2.50	17.39
verizon business phones plans	USD	5000	-90%	0%	Medium	35	8.00	210.57
verizon myaccount	USD	5000	0%	0%	Low	3	0.01	2.33
fios sign in	USD	5000	0%	-90%	Low	1	0.01	0.01
verizon iphone trade ins	USD	5000	0%	0%	Medium	56	1.72	10.48
verizon internet login	USD	5000	0%	0%	Low	1	0.01	0.02
verizon veteran discounts	USD	5000	0%	0%	Low	15	2.00	19.90
verizon internet cellular	USD	5000	0%	0%	Medium	46	1.86	15.00
verizon pay as go	USD	5000	0%	0%	High	69	2.47	7.85
prepaid phones verizon plans	USD	5000	0%	0%	High	82	2.40	8.00
verizon trading	USD	5000	0%	0%	Medium	51	2.00	6.00
verizon fios internet bundles	USD	5000	0%	9900%	Low	1	11.52	29.10
trade in verizon value	USD	5000	0%	0%	Low	17	2.00	31.23
trade in cell phone verizon	USD	5000	-90%	0%	Medium	41	2.00	5.75
student discount with verizon	USD	5000	0%	0%	Low	23	8.00	16.84
gizmo watch for verizon	USD	5000	0%	0%	High	88	0.55	3.09
verizon gizmowatch2	USD	5000	0%	-90%	Low	19	1.86	5.45
verizon personal log in	USD	5000	-90%	-90%	Low	3	0.01	1.91
verizon prepaid unlimited data plan	USD	5000	0%	0%	Medium	60	2.36	7.69
fios login account	USD	5000	0%	0%	Low	1	0.01	0.01
student discount at verizon	USD	5000	0%	0%	Low	23	8.00	16.84
myverizonusage	USD	5000	0%	-90%	Low	1	0.01	0.01
verizon log in page	USD	5000	-90%	-90%	Low	2	0.01	0.01
verizon prepaid cell phone plan	USD	5000	0%	0%	Medium	58	2.33	7.50
verizon value trade in	USD	5000	0%	0%	Low	17	2.00	31.23
gizmo watch at verizon	USD	5000	0%	0%	High	88	0.55	3.09
verizon trade in box	USD	5000	0%	900%	Low	0		
verizon fios account login	USD	5000	0%	0%	Low	1	0.01	0.01
log into verizon fios account	USD	5000	0%	0%	Low	1	0.01	0.01
verizon disneyplus	USD	5000	0%	0%	Low	11	2.00	2.00
fios login in	USD	5000	0%	-90%	Low	1	0.01	0.01
my fios log in	USD	5000	0%	0%	Low	1	0.01	0.01
my fios verizon login	USD	5000	0%	0%	Low	1	0.01	0.01
verizon childrens watches	USD	5000	0%	0%	High	95	0.54	3.26
verizon device trade in program	USD	5000	0%	0%	Low	1		
verizon homepage login	USD	5000	-90%	-90%	Low	2	0.01	0.01
verizon login residential	USD	5000	0%	-90%	Low	1	0.01	0.01
verizon user login	USD	5000	0%	-90%	Low	0		
fios internet only	USD	500	0%	0%	Low	19	2.59	14.30
gizmo watch 2	USD	500	0%	0%	High	84	0.41	2.38
verizon data breach report	USD	500	0%	0%	Low	26	9.03	55.40
verizon pay as you go plans	USD	500	0%	0%	High	75	2.17	6.74
verizon mdm	USD	500	0%	0%	Low	21	4.96	25.77
verizon cybersecurity report	USD	500	0%	-90%	Medium	47	11.00	64.76
get fios internet	USD	500	0%	0%	Medium	48	5.01	32.27
verizon internet plans for business	USD	500	-90%	0%	Medium	57	12.68	79.88
fios internet prices	USD	500	-90%	0%	Low	26	4.17	20.85
verizon voip	USD	500	0%	0%	Medium	43	8.68	181.24
myverizononline	USD	500	0%	-90%	Low	23	35.23	53.44
verizon business fiber	USD	500	900%	900%	Medium	54	17.00	91.97
fios wifi plans	USD	500	-90%	0%	Low	23	3.02	14.25
verizon business internet pricing	USD	500	-90%	-90%	Medium	51	11.64	84.13
iphone 13 pro max verizon	USD	500	0%	0%	High	92	0.48	3.99
gizmowatch	USD	500	0%	0%	High	82	0.46	3.12
gizmo 2	USD	500	0%	0%	High	69	0.47	3.05
verizon business lines	USD	500	0%	-90%	Medium	60	13.41	270.51
verizon fios cable and internet	USD	500	0%	0%	Low	20	2.50	19.61
gizmo phone	USD	500	-90%	0%	Medium	59	1.15	4.20
get verizon fios internet	USD	500	0%	0%	Medium	48	5.01	32.27
verizon fios internet only	USD	500	0%	0%	Low	19	2.59	14.30
verizon internet and cell phone bundle	USD	500	0%	0%	Low	18	2.44	19.76
verizon data breach investigations report	USD	500	0%	0%	Low	24	4.83	26.51
verizon mobile device management	USD	500	0%	0%	Low	21	4.96	25.77
fios internet cost	USD	500	0%	0%	Low	27	5.78	17.59
fios bundle deals	USD	500	0%	0%	Low	19	3.56	20.40
fios high speed internet	USD	500	-90%	0%	Low	3	4.59	15.50
fios internet only plans	USD	500	0%	0%	Low	5	3.31	28.69
verizon samsung	USD	500	0%	0%	High	85	1.98	5.97
verizon new phones	USD	500	-90%	0%	High	98	2.00	28.51
lte business internet	USD	500	0%	-90%	Medium	53	29.47	65.14
fios for business availability	USD	500	0%	0%	Medium	49	20.29	56.29
verizon business credit card	USD	500	0%	0%	Medium	50	10.80	105.69
verizon no contract phones	USD	500	0%	0%	High	77	2.00	4.50
verizon phone trade in value	USD	500	0%	0%	Low	15	2.00	42.71
fios internet and tv	USD	500	0%	0%	Low	29	2.50	14.95
verizon iphone 12 pro max	USD	500	0%	-90%	High	100	0.52	5.00
verizon voip phones	USD	500	0%	0%	Medium	49	7.00	102.54
fios package deals	USD	500	0%	0%	Low	19	3.56	20.40
verizon fios wifi plans	USD	500	-90%	0%	Low	23	3.02	14.25
verizon recharge plans	USD	500	0%	-90%	High	85	0.79	1.97
fios gigabit price	USD	500	0%	-90%	Low	21	9.00	15.62
verizon 1 gig internet	USD	500	0%	0%	Low	25	7.00	24.42
verizon credit card application	USD	500	0%	0%	Medium	60	1.35	10.03
verizon business plans pricing	USD	500	0%	0%	Medium	53	6.01	126.27
gizmo watch reviews	USD	500	0%	0%	High	82	0.26	2.47
verizon bundles for seniors	USD	500	0%	900%	Low	29	4.00	9.62
fios internet and phone bundle	USD	500	0%	0%	Low	9	3.00	18.31
verizon home internet and tv	USD	500	0%	0%	Medium	34	2.50	7.85
verizon no contract	USD	500	0%	0%	High	78	2.01	6.00
fios phone and internet	USD	500	-90%	-90%	Low	20	3.03	21.92
fios internet options	USD	500	900%	0%	Low	26	5.11	19.65
fios internet speeds	USD	500	0%	0%	Low	25	12.43	20.63
verizon basic cable	USD	500	0%	0%	Low	27	8.04	14.06
lte home	USD	500	900%	0%	Low	14	2.52	11.06
verizon fios new customer	USD	500	0%	0%	Medium	37	5.85	29.79
fios business plans	USD	500	-90%	-90%	Medium	46	17.07	73.35
fios internet and cable	USD	500	0%	0%	Low	20	2.50	19.61
verizon fios bundle deals	USD	500	0%	0%	Low	19	3.56	20.40
verizon home lte	USD	500	0%	0%	Low	3	6.19	13.05
iphone 13 mini verizon	USD	500	0%	-90%	High	100	0.25	1.87
verizon gizmowatch	USD	500	0%	0%	Medium	56	0.44	2.35
verizon iphone trade in value	USD	500	0%	0%	Low	6	2.19	11.42
verizon internet bundle	USD	500	0%	0%	Low	19	3.94	19.50
verizon fios cable packages	USD	500	0%	0%	Low	21	3.29	17.67
gizmo smart watch	USD	500	0%	0%	High	95	0.39	2.69
verizon 300 mbps	USD	500	0%	0%	Low	25	7.35	14.72
verizon cyber report	USD	500	0%	-90%	Medium	47	11.00	64.76
verizon fios tv and internet	USD	500	0%	0%	Low	29	2.50	14.95
verizon television service	USD	500	-90%	0%	Medium	35	1.82	9.51
verizon iphone 13 mini	USD	500	0%	0%	High	86	0.32	1.85
verizon gigabit internet	USD	500	0%	0%	Low	24	8.00	23.33
verizon cable and internet packages	USD	500	0%	0%	Low	33	2.71	21.59
verizon fastest internet	USD	500	-90%	-90%	Low	25	5.00	23.72
verizon business hotspot plans	USD	500	0%	900%	Low	31	2.85	16.57
verizon device management	USD	500	0%	0%	Low	21	4.96	25.77
verizon channel packages	USD	500	0%	-90%	Low	21	6.14	12.43
business digital voice verizon	USD	500	0%	0%	Low	22	15.61	220.68
verizon home internet price	USD	500	0%	0%	Low	19	2.50	8.00
verizon internet fiber	USD	500	0%	900%	Low	32	3.37	30.18
verizon bundle packages	USD	500	0%	900%	Medium	33	2.00	11.41
verizon internet cost per month	USD	500	0%	900%	Low	23	2.09	10.47
verizon prepaid cell phones	USD	500	0%	0%	High	100	0.11	4.38
verizon fios channel packages	USD	500	0%	0%	Low	23	6.79	11.81
buy verizon phone	USD	500	0%	0%	High	80	1.57	49.19
verizon phone prices	USD	500	0%	0%	High	80	2.00	14.90
verizon fios high speed internet	USD	500	-90%	0%	Low	3	4.59	15.50
verizon gizmo watch reviews	USD	500	-90%	-90%	Medium	50	0.25	2.17
fios cable plans	USD	500	0%	0%	Low	33	3.45	11.48
verizon prepago	USD	500	0%	0%	High	70	1.77	6.50
verizon 5g home internet cost	USD	500	0%	0%	Low	17	1.18	6.75
verizon month to month plans	USD	500	0%	0%	High	70	3.00	9.37
verizon 5g home internet las vegas	USD	500	0%	900%	Low	1		
verizon fios internet only plans	USD	500	0%	0%	Low	5	3.31	28.69
verizon 5g home internet price	USD	500	0%	0%	Low	12	1.30	6.25
verizon voice over ip	USD	500	0%	0%	Medium	43	8.68	181.24
verizon 1gb internet price	USD	500	0%	900%	Low	26	7.35	10.15
fios business internet plans	USD	500	0%	0%	Low	5	17.07	52.08
myverizoncom	USD	500	-90%	-90%	Low	6	0.01	2.96
verizon military discount plans	USD	500	900%	900%	Low	6	4.53	72.09
the most fios tv	USD	500	0%	0%	Low	17	4.23	9.86
verizon cable prices	USD	500	0%	0%	Low	23	2.53	17.29
verizon 5g home internet phoenix	USD	500	0%	0%	Low	0		
fios tv cost	USD	500	0%	0%	Low	18	8.89	16.07
gizmo watch price	USD	500	0%	0%	Medium	62	0.20	2.34
verizon internet monthly cost	USD	500	0%	0%	Low	19	2.86	24.56
verizon cable tv packages	USD	500	0%	0%	Low	29	2.43	16.66
fios tv internet	USD	500	0%	0%	Low	29	2.50	14.95
verizon student plans	USD	500	0%	0%	Medium	49	4.41	14.15
verizon apple watch se	USD	500	-90%	-90%	High	92	2.00	3.86
verizon tv bundles	USD	500	0%	0%	Low	21	3.38	14.32
fios just internet	USD	500	0%	0%	Low	19	2.59	14.30
fios tv deals	USD	500	0%	0%	Low	9	3.94	15.42
verizon samsung fold	USD	500	0%	900%	High	92	0.59	2.50
business lines verizon	USD	500	0%	900%	Medium	60	9.94	205.25
your fios tv	USD	500	0%	0%	Low	16	2.84	8.13
verizon gizmo watch 2	USD	500	0%	0%	High	75	0.63	2.94
verizon fios cable plans	USD	500	0%	0%	Low	21	3.29	17.67
verizon cable internet packages	USD	500	0%	0%	Low	33	2.71	21.59
verizon home packages	USD	500	0%	0%	Low	25	5.00	24.71
verizon fios business internet plans	USD	500	0%	0%	Low	5	17.07	52.08
fios wifi price	USD	500	0%	0%	Low	30	4.28	36.87
verizon private network	USD	500	900%	900%	Low	20	8.34	106.91
verizon sim plan	USD	500	0%	0%	High	86	2.52	8.00
verizon cable cost	USD	500	0%	0%	Low	23	2.53	17.29
verizon celulares	USD	500	0%	0%	High	100	1.22	6.10
apple watch se verizon	USD	500	0%	0%	High	93	1.18	2.00
verizon iphone watch	USD	500	-90%	-90%	High	100	0.43	3.00
verizon internet only cost	USD	500	0%	0%	Low	29	2.42	24.41
verizon internet and phone deals	USD	500	-90%	-90%	Low	25	1.86	18.44
verizon ip phone	USD	500	0%	0%	Medium	49	7.00	102.54
verizon 5g home internet phone number	USD	500	0%	-90%	Low	10	0.10	5.00
verizon z fold	USD	500	0%	0%	High	100	0.90	3.00
business unlimited plans	USD	500	0%	-90%	Medium	49	8.82	49.71
verizon sell my phone	USD	500	-90%	-90%	Medium	52	1.55	4.00
samsung fold verizon	USD	500	0%	900%	High	99	0.88	2.50
verizon buy new phone	USD	500	0%	0%	High	68	2.50	85.10
gizmo watch features	USD	500	-90%	0%	Low	27	0.38	2.88
verizon home bundles	USD	500	0%	0%	Low	25	5.00	24.71
verizon fios basic cable channels	USD	500	0%	0%	Low	22	4.76	9.52
fios tv ultimate hd	USD	500	0%	-90%	Low	12	5.68	9.20
verizon fios internet options	USD	500	900%	0%	Low	26	5.11	19.65
verizon fios bundle packages	USD	500	0%	0%	Low	19	3.56	20.40
fios bundle packages	USD	500	0%	0%	Low	19	3.56	20.40
verizon home deals	USD	500	0%	0%	Low	25	5.00	24.71
verizon cable plan	USD	500	0%	0%	Low	29	2.43	16.66
verizon 5g home internet modem	USD	500	0%	0%	High	72	4.17	7.25
fios internet login	USD	500	0%	0%	Low	1		
verizon watch trade in	USD	500	-90%	-90%	Low	4		
fios internet only cost	USD	500	-90%	-90%	Low	33	7.00	23.93
fios internet rates	USD	500	-90%	0%	Low	26	4.17	20.85
fios internet speed plans	USD	500	0%	0%	Low	5	16.68	24.37
verizon ipad trade in	USD	500	0%	0%	Low	6	0.01	2.81
verizon report	USD	500	0%	-90%	Low	3		
verizon fios plans internet only	USD	500	0%	0%	Low	5	3.31	28.69
verizon care smart watch	USD	500	0%	0%	High	76	0.95	3.55
verizon home internet bundle	USD	500	0%	900%	Low	6	5.00	23.78
cell phone and internet bundle verizon	USD	500	0%	0%	Low	20	2.87	18.94
verizon turn in old phone	USD	500	-90%	0%	Medium	35	2.00	18.57
verizon 300 mbps price	USD	500	0%	-90%	Low	23	12.05	19.32
fios teacher discount	USD	500	0%	0%	Low	18	2.00	17.06
fios channel packages	USD	500	0%	0%	Low	23	6.79	11.81
verizon military phone plans	USD	500	0%	0%	Low	14	2.77	47.27
fios wifi cost	USD	500	0%	0%	Low	30	4.28	36.87
gizmo watch cost	USD	500	0%	0%	Medium	58	0.23	2.39
iwatch verizon	USD	500	0%	0%	Low	25	0.54	3.89
verizon fios internet pricing	USD	500	-90%	0%	Low	26	4.17	20.85
verizon tv cost	USD	500	0%	-90%	Low	17	5.89	14.89
verizon 300mbps plan	USD	500	-90%	-90%	Low	23	9.78	20.90
verizon prepaid data	USD	500	0%	-90%	High	85	3.32	7.50
verizon internet tv and phone bundle	USD	500	0%	0%	Low	26	5.26	18.31
fios internet only prices	USD	500	-90%	-90%	Low	33	7.00	23.93
verizon fios 5g home internet	USD	500	0%	900%	Low	7	3.35	21.07
verizon business prices	USD	500	-90%	-90%	Medium	47	8.57	218.87
verizon fios internet and cable packages	USD	500	0%	0%	Low	18	3.15	27.55
verizon phones for business	USD	500	0%	0%	Medium	59	7.15	213.40
fios cable and internet packages	USD	500	0%	0%	Low	18	3.15	27.55
apple ipad verizon	USD	500	-90%	0%	High	97	0.49	2.17
fios tv prices	USD	500	0%	0%	Low	18	8.89	16.07
fios home internet verizon	USD	500	0%	900%	Low	10	2.64	20.61
iphone pro max verizon	USD	500	0%	900%	High	100	0.67	5.60
verizon fios and cell phone bundle	USD	500	0%	-90%	Low	21	10.13	19.10
newest gizmo watch	USD	500	0%	0%	High	81	0.47	2.88
dbir verizon	USD	500	0%	-90%	Medium	36	14.58	62.15
verizon free apple music	USD	500	0%	0%	Low	5	2.00	2.00
verizon store apple watch	USD	500	-90%	-90%	High	100	0.49	2.00
verizon cable and internet bundle	USD	500	0%	0%	Low	33	2.71	21.59
verizon 5g home plan	USD	500	0%	0%	Low	3	4.64	15.08
verizon apple tablet	USD	500	0%	0%	High	99	0.32	2.45
verizon home internet tv	USD	500	0%	0%	Medium	34	2.50	7.85
verizon full site	USD	500	0%	0%	Low	18	30.00	35.23
verizon 5g home internet address check	USD	500	0%	0%	Low	5	5.00	8.43
verizon internet cell phone bundle	USD	500	0%	0%	Low	20	2.87	18.94
fios tv channels packages	USD	500	0%	0%	Low	1	6.46	14.89
fios tv plans channels	USD	500	0%	0%	Low	1	6.46	14.89
verizon pay as you go unlimited	USD	500	0%	0%	Medium	59	3.63	8.00
verizon fios internet cable	USD	500	0%	0%	Low	20	2.50	19.61
fios internet cable	USD	500	0%	0%	Low	20	2.50	19.61
fios and cell phone bundle	USD	500	0%	-90%	Low	21	10.13	19.10
verizon fios 1 gig plan	USD	500	0%	0%	Low	6	15.12	25.41
verizon fios internet and phone bundle	USD	500	0%	0%	Low	9	3.00	18.31
verizon fios tv deals	USD	500	0%	0%	Low	9	3.94	15.42
verizon tv prices	USD	500	0%	-90%	Low	17	5.89	14.89
verizon cable tv plans	USD	500	0%	0%	Low	29	2.43	16.66
verizon cell phone prices	USD	500	0%	0%	High	80	2.00	14.90
verizon home internet and phone bundle	USD	500	0%	0%	Low	24	2.21	18.44
