Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
viasat 12 mbps plan	USD	80000	0%	0%	High	77	2.40	7.20
viasat 25 mbps plan	USD	80000	0%	0%	High	78	2.45	7.35
viasat 50 mbps plan	USD	80000	0%	0%	High	78	2.50	7.50
viasat 100 mbps plan	USD	90000	0%	0%	High	79	2.55	7.65
viasat liberty plan	USD	100000	0%	0%	High	79	2.55	7.65
viasat unlimited plan	USD	120000	0%	0%	High	79	2.55	7.65
wildblue internet	USD	100000	0%	-15%	High	75	2.20	6.60
exede satellite internet	USD	80000	0%	-15%	High	77	2.30	6.90
satellite internet providers	USD	800000	0%	5%	High	85	3.30	9.90
best satellite internet	USD	500000	0%	5%	High	85	3.50	10.50
rural internet options	USD	350000	0%	5%	High	84	3.20	9.60
satellite internet for homes	USD	300000	0%	5%	High	84	3.20	9.60
viasat internet plans by address	USD	500	0%	0%	High	79	2.45	7.35
viasat internet availability by zip	USD	500	0%	0%	High	79	2.40	7.20
viasat internet pricing for new customers	USD	500	0%	0%	High	80	2.70	8.10
viasat internet no contract plans	USD	500	0%	0%	High	77	2.60	7.80
viasat internet upload speeds	USD	500	0%	0%	Medium	70	2.20	6.60
viasat 50 mbps plan price	USD	500	0%	0%	High	78	2.50	7.50
viasat 100 mbps plan price	USD	500	0%	0%	High	79	2.55	7.65
viasat internet for gaming latency	USD	500	0%	0%	Medium	68	2.30	6.90
viasat internet for streaming	USD	500	0%	0%	Medium	70	2.20	6.60
viasat installation and equipment cost	USD	500	0%	0%	High	78	2.50	7.50
viasat equipment fee	USD	500	0%	0%	High	77	2.40	7.20
viasat unlimited data plans	USD	500	0%	0%	High	78	2.45	7.35
viasat internet deals	USD	500	0%	0%	High	80	2.70	8.10
viasat internet check availability	USD	500	0%	0%	High	79	2.40	7.20
viasat business internet pricing	USD	500	0%	0%	High	82	4.00	12.00
viasat internet customer reviews	USD	500	0%	0%	Medium	66	1.85	5.55
viasat internet outage map	USD	500	0%	0%	Low	17	0.43	1.29
viasat internet for rural homes	USD	500	0%	0%	High	81	2.90	8.70
viasat vs starlink comparison	USD	500	5%	25%	High	83	3.10	9.30
viasat vs hughesnet comparison	USD	500	0%	0%	High	82	3.00	9.00
viasat internet data cap	USD	500	0%	0%	Medium	71	2.20	6.60
viasat internet service area check	USD	500	0%	0%	High	79	2.40	7.20
