Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
optimum streaming	USD	5000	0%	0%	Low	23	1.52	17.23
optimum business service	USD	5000	0%	0%	Medium	38	3.56	202.93
optimum isp	USD	5000	0%	0%	Medium	41	2.16	36.61
optimum cable and internet packages	USD	5000	0%	0%	Low	19	1.02	46.09
optimum cable box	USD	5000	0%	-90%	Low	10	2.71	14.49
optimum internet rates	USD	5000	0%	0%	Medium	37	0.92	19.66
home phone landline service providers	USD	5000	0%	0%	Medium	50	2.24	9.94
optimum tv channels	USD	5000	0%	0%	Low	7	1.97	10.12
low cost home phone service	USD	5000	0%	0%	High	95	1.53	5.96
300 mbps internet plans	USD	5000	0%	900%	Low	11	4.80	20.00
optimum telephone	USD	5000	0%	0%	High	77	0.83	12.75
cost of optimum internet	USD	5000	0%	0%	Medium	37	0.92	19.66
optimum service provider	USD	5000	0%	0%	Medium	41	2.16	36.61
optimum wifi internet plans	USD	5000	0%	0%	Low	27	1.84	159.99
optimum cable internet packages	USD	5000	0%	0%	Low	19	1.02	46.09
optimum promos	USD	5000	-90%	0%	Medium	54	0.65	69.81
internet packages optimum	USD	5000	0%	0%	Low	19	1.02	46.09
optimum cable business	USD	5000	0%	0%	Medium	38	3.56	202.93
optimum review	USD	5000	0%	900%	Low	9	14.11	170.55
phone for optimum	USD	5000	0%	0%	High	77	0.83	12.75
sectv internet	USD	5000	0%	0%	Medium	59	1.91	12.75
optimum channels	USD	5000	0%	0%	Low	7	1.97	10.12
phone number for cablevision	USD	5000	0%	0%	Medium	53	2.15	8.68
optimum tv prices	USD	5000	0%	0%	Medium	46	1.69	9.98
optimum plan prices	USD	5000	0%	0%	Medium	37	0.92	19.66
optimum cable provider	USD	5000	0%	0%	Low	28	1.57	12.56
optimum tv and internet bundle	USD	5000	900%	900%	Low	28	1.69	21.92
landline phone service provider	USD	5000	0%	0%	Medium	50	2.24	9.94
optimum basic cable package	USD	5000	0%	0%	Low	16	0.79	13.79
optimum cable television	USD	5000	0%	0%	Low	28	1.57	12.56
optimumcom	USD	5000	0%	0%	Low	25	0.46	11.88
service electric cable internet	USD	5000	0%	0%	Medium	59	1.91	12.75
home phone cost	USD	5000	0%	900%	Medium	58	0.72	2.99
optimum internet customer service number	USD	5000	0%	0%	Medium	49	0.45	3.00
optimum espanol	USD	5000	0%	0%	Medium	63	2.60	8.26
optimum cable basic package	USD	5000	0%	0%	Low	16	0.79	13.79
optimum payment online	USD	5000	0%	0%	Low	0	0.35	0.94
optimum customer service new jersey	USD	5000	-90%	-90%	Medium	46	0.66	3.00
optimum internet charges	USD	5000	0%	0%	Medium	37	0.92	19.66
my account optimum	USD	5000	0%	0%	Low	12	0.44	11.00
altice and optimum	USD	5000	0%	0%	Medium	39	2.00	75.02
optimum tv packages and prices	USD	5000	0%	0%	Medium	46	1.69	9.98
optimum by phone	USD	5000	0%	0%	High	77	0.83	12.75
optimum tv cost	USD	5000	0%	0%	Medium	46	1.69	9.98
optimum and altice	USD	5000	0%	0%	Medium	39	2.00	75.02
speedtest optimum	USD	5000	0%	0%	Low	2	0.98	9.50
customer service for optimum cable	USD	5000	0%	0%	Medium	53	0.38	3.00
optimum cable options	USD	5000	0%	0%	Low	28	1.57	12.56
optimum bill online	USD	5000	0%	0%	Low	0		
optimum broadcast basic package	USD	5000	0%	0%	Low	16	0.79	13.79
cablevision is optimum	USD	5000	0%	0%	Medium	39	0.95	43.24
cablevision log in	USD	5000	0%	0%	Low	0		
cablevision number customer service	USD	5000	0%	0%	Medium	51	0.66	4.71
cheap home phone service landline	USD	5000	0%	0%	High	95	1.53	5.96
optimum and cablevision	USD	5000	0%	0%	Medium	39	0.95	43.24
optimum cable listings	USD	5000	0%	0%	Low	9	1.33	8.00
optimum cable schedule	USD	5000	0%	0%	Low	9	1.33	8.00
optimum cable tv guide	USD	5000	0%	0%	Low	2	1.99	6.61
optimum channel schedule	USD	5000	0%	0%	Low	2	1.99	6.61
optimum long island customer service	USD	5000	0%	0%	Medium	44	0.56	3.00
optimum program schedule	USD	5000	0%	0%	Low	9	1.33	8.00
optimum tv listing	USD	5000	0%	0%	Low	9	1.33	8.00
optimum tv stations	USD	5000	0%	0%	Low	7	1.97	10.12
test internet speed optimum	USD	5000	0%	0%	Low	2	0.98	9.50
land line phone service	USD	500	0%	-90%	High	96	2.06	10.05
altice internet	USD	500	0%	0%	Medium	55	4.57	35.85
optimum business internet	USD	500	900%	900%	Medium	38	6.99	104.21
optimum internet reviews	USD	500	0%	0%	Low	25	7.61	314.04
altice wifi	USD	500	0%	0%	Medium	36	4.05	37.47
optimum business internet plans	USD	500	0%	0%	Low	8	15.00	378.49
optimum cell phone plans	USD	500	0%	0%	High	77	1.05	7.23
optimum cable company	USD	500	0%	0%	Medium	56	2.41	14.32
my altice wifi	USD	500	-90%	-90%	Medium	43	2.93	50.65
optimum internet español	USD	500	0%	0%	High	67	2.75	15.38
optimum fiber map	USD	500	0%	0%	Medium	35	1.06	19.22
altice internet plans	USD	500	900%	0%	Low	13	3.38	90.18
optimum fiber optic	USD	500	0%	0%	Medium	63	0.76	39.52
hosted voice	USD	500	0%	-90%	Low	32	8.00	58.04
optimum cable service	USD	500	0%	0%	Medium	52	2.00	28.18
optimum new service	USD	500	0%	0%	Medium	59	2.86	285.74
optimum internet availability	USD	500	0%	0%	Low	28	1.07	27.00
optimum new customer	USD	500	0%	0%	Medium	54	0.84	355.76
optimum packages for seniors	USD	500	0%	0%	Medium	39	0.89	39.67
get optimum internet	USD	500	0%	-90%	Medium	58	2.95	942.14
optimum wireless internet	USD	500	0%	0%	Medium	41	1.57	49.27
sign up for optimum	USD	500	0%	0%	Medium	57	1.18	505.61
optimum long island	USD	500	0%	0%	Medium	55	1.97	48.53
optimum availability	USD	500	0%	0%	Medium	39	1.30	18.86
home phone service in my area	USD	500	0%	0%	High	80	2.61	10.07
optimum internet plans for existing customers	USD	500	0%	0%	Medium	38	0.87	15.34
my altice internet	USD	500	0%	0%	Medium	63	2.86	24.00
optimum basic tv channels	USD	500	0%	0%	Low	17	2.75	25.01
optimum phone deals	USD	500	0%	0%	High	100	0.79	11.90
optimum home wifi	USD	500	0%	0%	Low	14	2.40	259.43
optimum internet coverage map	USD	500	0%	0%	Medium	37	1.30	23.15
optimum wireless plans	USD	500	900%	900%	Low	15	0.84	10.91
optimum home internet plans	USD	500	0%	0%	Low	21	2.16	140.56
optimum cellular	USD	500	0%	0%	Medium	57	0.95	8.20
altice cable	USD	500	0%	0%	Low	27	1.23	44.85
optimum internet number	USD	500	0%	0%	Medium	54	0.46	23.09
optimum coverage map	USD	500	0%	0%	Low	32	1.30	29.25
optimum business phone	USD	500	0%	-90%	Medium	61	5.49	73.77
optimum wifi service	USD	500	0%	0%	Medium	38	3.00	159.29
optimum deals for new customers	USD	500	0%	0%	Medium	58	0.93	133.68
optimum triple play	USD	500	0%	0%	Medium	40	1.68	82.74
cablevision internet plans	USD	500	0%	0%	Medium	49	0.93	49.65
optimum cable and internet	USD	500	0%	0%	Medium	34	1.22	29.30
optimum cell service	USD	500	0%	0%	Medium	62	1.06	9.50
optimum offers	USD	500	0%	0%	Medium	58	0.84	114.75
home phone options	USD	500	0%	0%	High	100	1.67	5.89
optimum internet only	USD	500	-90%	-90%	Medium	47	0.79	59.61
optimum cell	USD	500	0%	0%	Medium	57	0.95	8.20
optimum internet promotions	USD	500	0%	0%	Low	19	0.79	76.66
home telephone service providers	USD	500	0%	0%	High	83	2.88	10.48
optimum fiber availability	USD	500	0%	0%	Medium	53	1.63	37.29
sign up for optimum internet	USD	500	0%	0%	Medium	43	5.71	729.92
numero de optimum en español	USD	500	0%	0%	High	68	1.78	6.21
optimum tv and internet	USD	500	0%	0%	Low	29	1.55	29.05
optimum internet offers	USD	500	0%	0%	Medium	47	0.93	69.43
land phone line	USD	500	0%	0%	Low	33	1.96	7.90
optimum specials	USD	500	0%	0%	Medium	58	0.84	45.40
optimum cell phone deals	USD	500	-90%	-90%	High	94	0.72	5.00
optimum online internet plans	USD	500	0%	0%	Medium	49	0.93	49.65
optimum wifi deals	USD	500	0%	0%	Medium	43	0.93	149.03
optimum cable internet	USD	500	0%	0%	Medium	34	1.22	29.30
optimum check availability	USD	500	0%	0%	Medium	48	1.30	42.78
optimum nj	USD	500	0%	0%	Medium	53	2.11	84.36
optimum tv packages for existing customers	USD	500	0%	0%	Low	28	0.92	8.01
optimum wifi packages	USD	500	0%	0%	Medium	43	0.93	149.03
internet optimus	USD	500	0%	0%	High	71	4.14	23.00
optimum service area	USD	500	0%	0%	Medium	43	1.30	18.74
optimum online internet	USD	500	0%	0%	Medium	49	2.47	39.52
optimum internet plans price	USD	500	0%	0%	Low	21	0.94	29.33
optimum deals for existing customers	USD	500	0%	0%	Medium	47	0.92	17.12
optimum bundles	USD	500	0%	0%	Medium	54	0.93	30.00
optimum broadband	USD	500	0%	0%	Low	19	1.10	36.22
optimum bundle deals	USD	500	0%	0%	Medium	54	1.69	17.45
optimum internet brooklyn	USD	500	0%	0%	Low	25	3.03	153.37
optimum phone and internet	USD	500	0%	0%	Medium	54	1.07	30.44
optimum internet flagstaff	USD	500	0%	0%	Medium	54	1.94	10.91
optimum internet only plans	USD	500	0%	0%	Low	17	0.79	23.69
land line telephone service	USD	500	0%	900%	High	79	2.24	9.18
optimum mobile phone plans	USD	500	0%	0%	Low	13	0.95	9.50
optimum landline	USD	500	0%	0%	Medium	56	0.92	11.50
optimum tv service	USD	500	0%	0%	Medium	42	2.01	14.96
optimum wifi installation	USD	500	0%	0%	Low	29	5.41	116.66
optimum wifi internet	USD	500	0%	0%	Medium	41	1.57	49.27
residential landline phone service	USD	500	0%	0%	Low	22	2.09	7.74
cable company new jersey	USD	500	0%	0%	Medium	64	3.42	19.42
optimum telefono	USD	500	0%	0%	Medium	62	1.61	8.00
optimum new york	USD	500	0%	-90%	Medium	47	2.79	70.95
telefono de optimum en español	USD	500	0%	0%	High	71	2.12	8.00
cablevision long island	USD	500	0%	0%	Medium	58	2.35	25.60
optimum business phone number	USD	500	0%	0%	Low	23	1.76	217.46
optimum prices	USD	500	0%	0%	Medium	41	0.84	30.87
optimum sparta nj	USD	500	0%	0%	Low	32	2.77	19.70
optimum voice	USD	500	0%	0%	Low	31	0.92	30.01
optimum triple play deals	USD	500	-90%	0%	Low	29	1.50	35.02
optimum home phone	USD	500	0%	0%	Medium	56	0.92	11.50
optimum internet discounts	USD	500	0%	0%	Low	19	0.93	104.40
cablevision packages	USD	500	0%	0%	Medium	35	0.70	16.76
optimum discounts	USD	500	0%	0%	Medium	48	0.84	61.85
sign up optimum internet	USD	500	0%	0%	Medium	43	5.71	729.92
optimum phone line	USD	500	0%	0%	High	67	2.06	23.11
optimum internet options	USD	500	0%	-90%	High	68	0.79	14.04
optimum service map	USD	500	0%	0%	Medium	37	1.17	34.87
optimum 1 gig	USD	500	-90%	-90%	Medium	53	0.79	126.81
optimum wifi price	USD	500	0%	0%	Low	28	1.26	104.40
1 gig internet providers	USD	500	0%	900%	Low	22	4.08	22.70
optimum internet deals for new customers	USD	500	-90%	0%	Low	24	1.02	90.42
cablevision nj	USD	500	-90%	-90%	Medium	49	1.71	28.02
optimum wifi customer service	USD	500	-90%	0%	Medium	54	1.09	4.35
home phone service with internet	USD	500	-90%	-90%	High	85	2.25	10.55
optimum wifi near me	USD	500	-90%	-90%	Medium	42	4.30	88.57
optimum internet new york	USD	500	0%	0%	Low	23	1.43	108.89
optimum coverage	USD	500	900%	0%	Medium	37	1.30	15.22
optimum fiber optic internet	USD	500	0%	900%	Medium	34	0.93	33.83
optimum tv internet packages	USD	500	0%	0%	Low	30	1.69	22.77
landline phone options	USD	500	0%	0%	High	100	1.67	5.89
my optimum internet	USD	500	0%	0%	Low	31	2.56	125.92
optimum offers for new customers	USD	500	0%	0%	Medium	59	0.93	79.77
optimum fiber price	USD	500	0%	0%	Medium	50	1.41	28.67
optimum internet phone	USD	500	0%	0%	Medium	54	1.07	30.44
optimum 1 gig price	USD	500	0%	0%	Medium	53	0.84	37.75
optimum internet brooklyn ny	USD	500	0%	0%	Low	25	3.03	153.37
optimum customer service español	USD	500	0%	0%	Medium	65	0.62	3.00
optimum internet setup	USD	500	0%	-90%	Medium	43	0.93	48.28
optimum connecticut	USD	500	0%	0%	Medium	62	2.67	28.40
cable vision optimum	USD	500	-90%	-90%	Medium	41	0.70	9.29
optimum fios	USD	500	0%	0%	Medium	37	2.94	25.56
optimum upload speed	USD	500	-90%	-90%	Medium	36	0.93	14.80
optimum home phone service	USD	500	0%	0%	Medium	48	1.04	8.00
optimum website	USD	500	0%	0%	Low	26	0.92	13.86
optimum internet promo	USD	500	0%	0%	Low	19	0.79	76.66
optimum television	USD	500	0%	0%	Medium	46	1.80	16.28
optimum residential	USD	500	-90%	0%	Medium	62	1.53	69.67
altice customer service	USD	500	0%	0%	Medium	40	0.32	3.00
optimum plans for seniors	USD	500	0%	0%	Medium	58	0.93	19.79
optimum triple play cost	USD	500	0%	0%	Medium	52	0.79	16.77
optimum free phone	USD	500	0%	900%	High	92	1.20	6.71
optimum online phone number	USD	500	0%	0%	Medium	43	0.51	12.98
compare optimum tv packages	USD	500	0%	0%	Low	25	1.05	7.23
cablevision plans	USD	500	0%	0%	Medium	35	0.70	16.76
optimum help	USD	500	0%	0%	Medium	49	0.31	3.00
optimum wifi number	USD	500	0%	0%	Medium	56	2.25	33.69
optimum landline phone service	USD	500	0%	0%	Medium	48	1.04	8.00
optimum 300 mbps	USD	500	0%	-90%	Medium	54	0.79	58.57
optimum streaming service	USD	500	0%	0%	Medium	40	0.92	9.50
optimum internet locations	USD	500	0%	0%	Medium	39	1.31	11.44
optimum 1 gig internet	USD	500	0%	0%	Medium	43	0.93	44.00
optimum channel packages	USD	500	0%	0%	Low	29	1.11	15.44
optimum cable packages prices	USD	500	0%	0%	Medium	42	1.69	13.37
optimum internet contact	USD	500	0%	0%	Medium	51	0.86	13.81
service electric internet prices	USD	500	0%	0%	Medium	52	1.00	6.14
optimum wifi phone number	USD	500	0%	0%	Medium	52	2.34	43.67
optimum speeds	USD	500	0%	0%	Medium	43	0.93	17.82
alticeone	USD	500	0%	0%	Low	31	1.02	52.92
optimum packages prices	USD	500	0%	0%	Medium	42	1.69	13.37
optimum customer	USD	500	0%	0%	Medium	48	0.48	10.85
fiber optimum	USD	500	0%	-90%	Medium	61	0.93	28.60
optimum packages for existing customers	USD	500	0%	0%	Medium	47	0.92	17.12
optimum internet and cable packages	USD	500	0%	0%	Low	9	0.93	60.97
optimum high speed internet plans	USD	500	-90%	0%	Low	18	2.07	101.87
optimum wifi cost	USD	500	0%	0%	Low	28	1.26	104.40
optimum packages for new customers	USD	500	0%	0%	Medium	58	0.93	133.68
optimum internet stamford ct	USD	500	-90%	0%	Low	14	2.96	426.37
óptimo cable	USD	500	0%	0%	Medium	65	4.91	31.22
optimum cable plans	USD	500	0%	0%	Medium	48	1.07	20.61
check optimum availability	USD	500	0%	0%	Medium	48	1.30	42.78
optimum cable deals	USD	500	0%	0%	Low	13	1.69	61.56
altice cablevision	USD	500	0%	-90%	Low	18	2.43	67.10
optimum for home	USD	500	0%	0%	Medium	34	2.14	81.26
optimum service availability	USD	500	0%	0%	Medium	41	0.93	27.12
land line phone company	USD	500	0%	900%	High	80	2.01	8.52
optimum gift card	USD	500	0%	0%	Low	22	4.24	13.34
optimum premier package	USD	500	-90%	-90%	Low	20	1.83	7.82
optimum internet tv	USD	500	0%	0%	Low	29	1.55	29.05
optimum rates	USD	500	0%	0%	Medium	45	1.85	18.87
service electric cable company	USD	500	0%	0%	Low	24	0.43	6.27
cablevision tv packages	USD	500	0%	0%	Medium	35	0.70	16.76
optimum deals new customers	USD	500	0%	0%	Medium	58	0.93	133.68
optimum sale	USD	500	0%	0%	Medium	57	1.76	158.56
telefono de optimum	USD	500	0%	0%	Medium	60	2.54	8.00
home phone company	USD	500	0%	0%	High	83	2.88	10.48
basic cable optimum	USD	500	0%	0%	Medium	41	0.70	14.86
optimum tv phone number	USD	500	0%	0%	Medium	57	1.01	12.56
optimum fiber plans	USD	500	0%	0%	Low	11	0.84	36.82
optimum address check	USD	500	0%	0%	Medium	51	1.63	23.51
optimum 300 mbps price	USD	500	0%	0%	Medium	47	0.79	39.73
optimum internet only cost	USD	500	0%	0%	Medium	41	0.93	14.54
optimum fiber review	USD	500	0%	0%	Low	22	7.70	76.45
optum fiber	USD	500	0%	0%	Medium	62	3.44	27.88
cablevision long island ny	USD	500	0%	0%	Medium	58	2.35	25.60
optimum 500 mbps price	USD	500	0%	900%	Medium	48	0.79	37.02
optimum bundle packages	USD	500	0%	0%	Medium	54	1.69	17.45
optimum basic channels	USD	500	0%	0%	Low	15	2.14	14.00
optimum plans tv and internet	USD	500	-90%	0%	Medium	39	1.69	36.26
optimum cable internet plans	USD	500	0%	0%	Low	21	0.93	61.65
optimum cable prices	USD	500	0%	0%	Medium	42	1.69	13.37
optimum cable and internet bundle	USD	500	0%	0%	Low	9	0.93	60.97
new optimum cable box	USD	500	0%	0%	Low	15	2.79	12.40
optimum phone bill	USD	500	0%	900%	Low	1		
optimum one	USD	500	0%	0%	Low	21	2.27	26.89
altice usa internet	USD	500	0%	0%	Medium	54	6.27	20.00
optimum offers for existing customers	USD	500	0%	0%	Medium	47	0.92	17.12
optimum basic tv	USD	500	0%	0%	Low	4	0.70	8.50
optimum triple play packages	USD	500	-90%	0%	Low	29	1.50	35.02
optimum deals for seniors	USD	500	-90%	0%	Medium	54	0.93	29.44
landline phone line	USD	500	0%	0%	Low	33	1.96	7.90
optimum setup	USD	500	0%	0%	Low	26	6.51	104.83
cablevision internet only	USD	500	0%	0%	Low	14	1.16	139.44
cablevision internet packages	USD	500	0%	0%	Medium	49	0.93	49.65
optimum tv customer service	USD	500	0%	0%	Medium	53	0.79	4.22
optimum nyc	USD	500	0%	-90%	Medium	47	2.79	70.95
price for optimum internet only	USD	500	0%	0%	Medium	41	0.93	14.54
optimum basic cable channels	USD	500	0%	0%	Low	7	0.67	4.51
optimum tv streaming	USD	500	0%	0%	Medium	34	1.26	13.33
optimum official site	USD	500	0%	0%	Medium	48	1.06	25.90
optimum wireless cable box	USD	500	0%	-90%	Low	25	2.53	12.19
optimumnet	USD	500	0%	0%	Low	23	1.63	25.23
optimum promotions for existing customers	USD	500	0%	0%	Medium	47	0.88	9.50
optimum tv box	USD	500	0%	0%	Low	29	2.35	14.87
optimum online internet only	USD	500	0%	0%	Low	14	1.16	139.44
optimum cable channels	USD	500	0%	0%	Low	11	1.83	27.47
optimum phone and internet bundle	USD	500	0%	900%	Medium	44	1.18	16.10
optimum customer service en español	USD	500	0%	-90%	Medium	54	0.62	3.00
optimum senior discount	USD	500	0%	0%	Medium	34	0.93	12.66
optimum box	USD	500	0%	0%	Low	9	3.15	31.15
optimum tv packages channels	USD	500	0%	0%	Low	12	1.23	20.98
optimum sparta	USD	500	-90%	-90%	Medium	34	2.21	34.02
residential home phone service	USD	500	0%	0%	Low	22	2.09	7.74
optimum streaming package	USD	500	0%	-90%	Medium	51	1.69	8.00
optimum internet only price	USD	500	0%	0%	Medium	41	0.93	14.54
optimum basic	USD	500	0%	0%	Medium	34	0.93	9.50
optimum prices and packages	USD	500	0%	0%	Medium	42	1.69	13.37
landline residential phone service	USD	500	0%	0%	Low	22	2.09	7.74
optimum select tv	USD	500	-90%	-90%	Low	32	1.08	3.65
optimum internet and tv plans	USD	500	-90%	0%	Medium	39	1.69	36.26
optimum online payment	USD	500	0%	0%	Low	3	0.47	1.42
optimum cablevision plans	USD	500	0%	0%	Medium	48	1.07	20.61
basic tv channels optimum	USD	500	0%	0%	Low	17	2.75	25.01
optimum cablevision phone number	USD	500	0%	0%	Medium	43	0.51	12.98
basic optimum channels	USD	500	0%	0%	Low	15	2.14	14.00
my optimum wifi	USD	500	0%	0%	Medium	47	2.16	36.94
optimum cable service number	USD	500	0%	0%	Medium	60	0.86	16.00
optimum tv cable packages	USD	500	-90%	0%	Low	20	1.69	19.50
optimum change address	USD	500	0%	-90%	Low	33	0.98	117.92
optimum long island ny	USD	500	0%	0%	Medium	55	1.97	48.53
altice cable company	USD	500	0%	0%	Low	27	1.23	44.85
get a home phone	USD	500	0%	0%	High	95	2.14	9.24
optimum on the go	USD	500	0%	0%	Low	11	1.05	4.77
optimum sign	USD	500	0%	0%	Low	20	2.57	9.50
altice one box	USD	500	0%	-90%	Low	10	7.75	47.08
optimum on	USD	500	0%	0%	Medium	54	0.80	42.23
optimum in connecticut	USD	500	0%	0%	Medium	62	2.67	28.40
optimum landline service	USD	500	0%	0%	Medium	48	1.04	8.00
optimum premier tv package	USD	500	0%	0%	Low	8	1.09	8.00
optimum queens	USD	500	0%	-90%	Medium	44	1.77	9.16
optimum internet and cable plans	USD	500	0%	0%	Low	21	0.93	61.65
optimum internet speed plans	USD	500	-90%	0%	Low	18	2.07	101.87
optimum value tv package	USD	500	0%	0%	Low	17	1.37	9.03
optimum address	USD	500	0%	0%	Low	26	1.47	13.45
optimum tv and internet deals	USD	500	0%	0%	Low	30	1.69	22.77
optimum watch	USD	500	-90%	0%	Low	22	1.80	10.28
my optimum bill	USD	500	0%	0%	Low	1		
optimum official website	USD	500	0%	0%	Medium	48	1.06	25.90
optimum fiber internet review	USD	500	0%	0%	Low	24	10.42	129.27
optimum upgrades	USD	500	-90%	-90%	Medium	41	0.93	34.99
cable altice	USD	500	0%	0%	Low	27	1.23	44.85
optimum long island phone number	USD	500	0%	0%	Medium	41	0.56	11.86
optimum triple play price	USD	500	0%	0%	Medium	52	0.79	16.77
