Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
spectrum phone customer service number	USD	50000	0%	0%	Low	24	1.25	3.00
customer support for spectrum	USD	50000	-90%	0%	Low	22	1.25	3.00
spectrum employee careers	USD	50000	0%	0%	Low	18	1.04	4.82
spectrum mobilelogin	USD	50000	0%	0%	Low	1	0.24	0.83
spectrum network login	USD	50000	0%	0%	Low	0	0.34	3.19
spectrum new service	USD	5000	0%	0%	Medium	55	2.75	10.50
spectrum phone service	USD	5000	0%	0%	Medium	63	1.73	8.41
spectrum maine	USD	5000	-90%	-90%	Medium	51	3.00	9.58
time warner internet	USD	5000	0%	-90%	Medium	57	3.39	12.78
spectrum internet availability by address	USD	5000	0%	-90%	Medium	44	2.75	14.49
charter cable	USD	5000	0%	0%	Medium	43	2.09	7.80
spectrum cell phone plans	USD	5000	0%	0%	Medium	56	0.75	5.47
brighthouse internet	USD	5000	0%	-90%	Medium	54	5.47	15.24
get spectrum internet	USD	5000	0%	-90%	Medium	59	3.15	16.11
spectrum internet availability	USD	5000	0%	0%	Medium	44	2.71	12.39
spectrum phones for sale	USD	5000	0%	0%	High	98	0.44	4.64
spectrum cable service	USD	5000	0%	0%	Low	19	2.50	7.80
spectrum charter	USD	5000	0%	-90%	Medium	35	2.85	6.75
spectrum san diego	USD	5000	0%	0%	Medium	47	2.25	8.70
spectrum sales	USD	5000	0%	0%	Low	28	2.85	9.21
spectrum high speed internet	USD	5000	0%	0%	Medium	43	2.75	9.94
spectrum cable phone number	USD	5000	0%	0%	Medium	40	2.34	8.67
spectrum internet business	USD	5000	0%	-90%	Medium	56	8.46	30.33
bright house internet	USD	5000	0%	-90%	Medium	54	5.47	15.24
charter tv	USD	5000	0%	-90%	Low	33	1.82	7.80
spectrum offers	USD	5000	0%	0%	Medium	53	3.15	10.83
spectrum cable internet	USD	5000	0%	900%	Low	13	3.00	10.80
spectrum internet maine	USD	5000	-90%	-90%	Medium	51	3.00	9.58
spectrum internet and cable	USD	5000	0%	0%	Medium	47	2.85	10.83
spectrum tv customer service	USD	5000	0%	0%	Low	28	1.25	3.00
spectrum cell service	USD	5000	0%	900%	Medium	51	1.00	7.14
spectrum specials	USD	5000	0%	0%	Medium	51	2.21	8.28
bright house networks	USD	5000	0%	-90%	Low	17	3.39	6.30
spectrum new customer	USD	5000	0%	0%	Medium	55	2.75	11.51
spectrum mobile service	USD	5000	0%	0%	Medium	48	1.00	8.00
spectrum internet number	USD	5000	0%	0%	Medium	45	2.00	14.15
spectrum internet in my area	USD	5000	0%	0%	Medium	57	2.38	9.66
spectrum mobile deals	USD	5000	-90%	0%	Medium	35	0.90	6.25
spectrum sign up	USD	5000	0%	0%	Medium	52	2.85	14.49
spectrum cellular	USD	5000	0%	0%	Medium	51	1.00	6.96
spectrum teléfono	USD	5000	0%	0%	Medium	61	1.75	7.45
spectrum business mobile	USD	5000	-90%	0%	Medium	50	4.92	11.00
charter communications inc	USD	5000	0%	0%	Low	13	8.28	15.94
spectrum iphone	USD	5000	-90%	0%	High	92	0.84	5.67
spectrum mobile number	USD	5000	0%	0%	Low	24	0.90	3.25
spectrum tv and internet packages	USD	5000	0%	0%	Medium	37	2.30	7.80
brighthouse spectrum	USD	5000	0%	-90%	Medium	44	1.70	6.30
spectrum wifi customer service	USD	5000	0%	0%	Low	30	1.25	3.05
call spectrum cable	USD	5000	0%	0%	Medium	38	2.00	8.73
spectrum wifi service	USD	5000	900%	0%	Low	18	3.00	14.49
spectrum tv phone number	USD	5000	0%	0%	Medium	43	2.23	10.80
spectrum internet san diego	USD	5000	0%	0%	Medium	47	2.25	8.70
call spectrum tv	USD	5000	0%	0%	Medium	40	2.00	10.80
spectrum wifi deals	USD	5000	0%	0%	Medium	52	2.90	14.49
spectrum cell	USD	5000	0%	0%	Medium	51	1.00	6.96
spectrum internet cincinnati	USD	5000	0%	0%	Medium	42	2.62	9.21
spectrum wifi prices	USD	5000	0%	0%	Medium	49	2.78	14.49
spectrum bundle	USD	5000	0%	0%	Medium	37	2.50	8.13
spectrum phone lines	USD	5000	-90%	0%	Medium	46	2.00	11.15
spectrum cell phone deals	USD	5000	0%	0%	High	90	0.65	4.26
spectrum cellular service	USD	5000	0%	900%	Medium	51	1.00	7.14
spectrum internet promotions	USD	5000	0%	0%	Low	26	2.85	14.15
call spectrum mobile	USD	5000	0%	0%	Low	25	0.85	3.25
spectrum wifi packages	USD	5000	0%	0%	Medium	52	2.90	14.49
call spectrum internet	USD	5000	0%	0%	Medium	48	2.00	13.77
spectrum broadband	USD	5000	0%	0%	Low	22	3.06	12.28
spectrum mobile phone service	USD	5000	-90%	0%	Low	17	1.00	6.74
spectrum online	USD	5000	0%	0%	Medium	43	2.50	9.21
spectrum mobile phones for sale	USD	5000	-90%	0%	High	90	0.37	4.41
spectrum tv and internet deals	USD	5000	0%	0%	Medium	37	2.30	7.80
spectrum customer care	USD	5000	0%	0%	Low	21	1.50	3.00
spectrum internet phone service	USD	5000	0%	0%	Medium	63	1.73	8.41
spectrum internet nyc	USD	5000	0%	0%	Low	27	3.00	14.49
spectrum tv services	USD	5000	0%	0%	Medium	39	1.99	7.80
spectrum mobile phone plans	USD	5000	0%	0%	Low	16	0.80	6.94
get spectrum	USD	5000	0%	-90%	Medium	59	3.15	16.11
spectrum tv internet bundle	USD	5000	0%	0%	Low	26	2.50	10.80
spectrum customer service hours	USD	5000	0%	0%	Low	14	1.25	3.25
spectrum tv and internet bundles	USD	5000	0%	0%	Low	16	2.00	7.80
spectrum cost	USD	5000	0%	-90%	Medium	48	2.00	9.92
spectrum iphone deals	USD	5000	0%	0%	High	93	0.80	6.21
twc spectrum	USD	5000	0%	-90%	Medium	35	2.58	6.30
charter cable tv	USD	5000	0%	0%	Medium	43	2.09	7.80
spectrum mobile phone deals	USD	5000	-90%	0%	Low	26	0.88	6.00
spectrum promotions internet	USD	5000	0%	0%	Low	26	2.85	14.15
spectrum internet deals for new customers	USD	5000	0%	0%	Medium	50	2.57	14.49
spectrum cable specials	USD	5000	0%	0%	Medium	51	2.21	8.28
spectrum phone and internet bundle	USD	5000	0%	900%	Medium	34	2.75	11.51
spectrum for internet	USD	5000	0%	0%	Medium	55	2.39	12.78
spectrum packages tv and internet	USD	5000	0%	0%	Medium	37	2.30	7.80
spectrum mobile devices	USD	5000	0%	900%	Low	31	0.59	5.47
spectrum cable company phone number	USD	5000	0%	0%	Medium	40	2.34	8.67
spectrum television service	USD	5000	0%	0%	Medium	39	1.99	7.80
charter communications phone number	USD	5000	0%	0%	Medium	42	2.50	14.15
spectrum internet my area	USD	5000	0%	0%	Medium	57	2.38	9.66
spectrum mobile iphone	USD	5000	0%	0%	High	72	1.17	5.67
800 number for spectrum	USD	5000	0%	0%	Medium	45	2.14	14.49
spectrum flip phone	USD	5000	0%	0%	High	100	2.00	8.28
cable spectrum cable	USD	5000	0%	0%	Medium	43	2.09	7.80
spectrum internet and cable tv	USD	5000	0%	0%	Medium	47	2.85	10.83
iphones spectrum	USD	5000	-90%	0%	High	92	0.84	5.67
spectrum cable provider	USD	5000	0%	900%	Low	0	2.85	7.80
spectrum phones upgrade	USD	5000	0%	900%	Medium	39	3.18	11.51
charter spectrum tv	USD	5000	0%	0%	Low	26	1.76	7.80
teléfonos de spectrum	USD	5000	0%	0%	Medium	63	1.75	17.15
spectrum mobile unlimited plan	USD	5000	0%	0%	Low	1	1.14	9.00
spectrum cable & internet	USD	5000	0%	900%	Low	13	3.00	10.80
spectrum available	USD	5000	0%	0%	Medium	44	2.71	12.39
internet packages spectrum	USD	5000	0%	0%	Medium	52	2.85	14.15
spectrum's website	USD	5000	0%	0%	Medium	40	2.75	9.21
spectrum address check	USD	5000	0%	0%	Medium	47	2.85	14.49
spectrum tv cable service	USD	5000	0%	0%	Low	5	2.50	10.80
phone number for spectrum mobile	USD	5000	0%	0%	Low	24	0.90	3.92
charter isp	USD	5000	-90%	0%	Low	25	3.15	14.15
spectrum mobile store	USD	5000	0%	0%	Low	30	2.31	12.78
spectrum internet & cable	USD	5000	0%	0%	Medium	47	2.85	10.83
spectrum internet website	USD	5000	0%	0%	Medium	40	2.75	9.21
my spectrum customer service	USD	5000	0%	0%	Low	11	2.43	3.62
spectrum cable and tv	USD	5000	0%	-90%	Low	33	1.82	7.80
spectrum tv bundle	USD	5000	0%	0%	Low	16	2.00	7.80
spectrum mobile data plans	USD	5000	0%	0%	Low	6	1.04	9.18
spectrum unlimited plus	USD	5000	-90%	-90%	Medium	46	2.59	13.51
spectrum phone internet bundle	USD	5000	0%	900%	Medium	34	2.75	11.51
spectrum near me internet	USD	5000	0%	0%	Low	32	2.85	14.49
spectrum work from home	USD	5000	0%	-90%	Low	24	0.36	5.68
spectrum customer service jobs	USD	5000	0%	-90%	Low	20	0.71	2.85
spectrum hiring	USD	5000	0%	0%	Low	20	1.07	5.52
spectrum deals internet and tv	USD	5000	0%	0%	Medium	37	2.30	7.80
spectrum tv provider	USD	5000	-90%	0%	Low	3	2.02	7.80
spectrum free phone	USD	5000	-90%	0%	High	82	2.21	11.51
spectrum cell phone services	USD	5000	0%	0%	Medium	58	0.90	6.00
spectrum internet address	USD	5000	0%	0%	Medium	37	3.00	14.15
spectrum new customer deal	USD	5000	0%	0%	Medium	50	2.57	14.49
internet for spectrum	USD	5000	0%	0%	Medium	55	2.39	12.78
spectrum mobile iphone deals	USD	5000	0%	900%	Low	12	0.96	6.45
spectrum internet new customer deals	USD	5000	0%	0%	Medium	50	2.57	14.49
cable and internet spectrum	USD	5000	0%	0%	Medium	47	2.85	10.83
spectrum internet available	USD	5000	0%	0%	Medium	44	2.71	12.39
spectrum charter customer service	USD	5000	0%	0%	Low	27	1.25	3.00
spectrum internet in florida	USD	5000	0%	0%	Medium	43	2.75	14.49
spectrum remote jobs	USD	5000	0%	0%	Low	17	0.37	1.87
charter internet provider	USD	5000	-90%	0%	Low	25	3.15	14.15
spectrum internet and tv prices	USD	5000	0%	0%	Medium	44	1.21	3.92
internet deals spectrum	USD	5000	0%	0%	Medium	52	2.85	14.15
charter communications careers	USD	5000	0%	0%	Low	15	0.62	3.08
spectrum tv & internet packages	USD	5000	0%	0%	Medium	37	2.30	7.80
chartermobile	USD	5000	0%	-90%	Medium	53	1.68	10.00
spectrumspectrum	USD	5000	0%	0%	Medium	40	3.15	14.49
the number to spectrum internet	USD	5000	0%	0%	Medium	42	2.50	14.49
charter television	USD	5000	0%	-90%	Low	33	1.82	7.80
spectrum services phone number	USD	5000	0%	0%	Medium	49	2.30	14.15
spectrum cable plan	USD	5000	0%	-90%	Medium	34	1.50	7.32
the number for spectrum internet	USD	5000	0%	0%	Medium	42	2.50	14.49
bright house networks spectrum	USD	5000	0%	-90%	Medium	44	1.70	6.30
spectrum internet 800 number	USD	5000	0%	0%	Medium	45	2.14	14.49
spectrum internet check availability	USD	5000	0%	0%	Medium	44	2.75	14.49
spectrum bundle internet and tv	USD	5000	0%	0%	Low	26	2.50	10.80
spectrum mobile unlimited data plan	USD	5000	0%	900%	Low	1	0.72	7.55
spectrum i phone	USD	5000	-90%	0%	High	92	0.84	5.67
spectrum tv contact number	USD	5000	0%	0%	Medium	43	2.23	10.80
the phone number for spectrum internet	USD	5000	0%	0%	Medium	43	2.43	14.49
wifi prices spectrum	USD	5000	0%	0%	Medium	49	2.78	14.49
spectrum internet customer care	USD	5000	0%	0%	Low	27	1.60	3.00
spectrum internet and phone package	USD	5000	0%	900%	Medium	34	2.75	11.51
spectrum cable service phone number	USD	5000	0%	0%	Medium	44	2.30	14.15
spectrum bundle phone and internet	USD	5000	0%	900%	Medium	34	2.75	11.51
customer service to spectrum	USD	5000	0%	0%	Low	29	1.25	3.00
spectrum mobile by the gig	USD	5000	-90%	0%	Low	1	1.87	12.91
charter communications tv	USD	5000	0%	-90%	Low	33	1.82	7.80
spectrum internet customer	USD	5000	0%	0%	Medium	45	2.30	14.49
spectrum internet cable tv	USD	5000	0%	0%	Medium	47	2.85	10.83
charter spectrum internet customer service	USD	5000	0%	0%	Low	27	1.25	3.00
spectrum customers	USD	5000	0%	0%	Medium	45	2.30	14.49
spectrum cable contact number	USD	5000	0%	0%	Medium	40	2.34	8.67
phone number for spectrum television	USD	5000	0%	0%	Medium	43	2.23	10.80
spectrum mobile internet plans	USD	5000	0%	0%	Low	6	1.20	9.00
discounted spectrum internet	USD	5000	0%	900%	Low	14	3.00	13.77
charter communications jobs	USD	5000	0%	0%	Low	15	0.62	3.08
spectrum internet 1800 number	USD	5000	0%	0%	Medium	36	2.41	14.49
spectrum in san diego	USD	5000	0%	0%	Medium	47	2.25	8.70
spectrum mobile cell phone plans	USD	5000	0%	0%	Low	1	2.21	10.32
phone number for spectrum services	USD	5000	0%	0%	Medium	49	2.30	14.15
service number for spectrum	USD	5000	0%	0%	Medium	53	2.30	14.15
spectrum customer service tv	USD	5000	0%	0%	Low	28	1.25	3.00
timewarner spectrum	USD	5000	0%	-90%	Medium	40	2.21	6.30
spectrum mobile unlimited plus plan	USD	5000	0%	0%	Low	1	0.62	3.90
customer service spectrum tv	USD	5000	0%	0%	Low	28	1.25	3.00
contact for spectrum	USD	5000	0%	0%	Medium	48	2.00	13.77
twc spectrum internet	USD	5000	0%	-90%	Medium	35	2.58	6.30
phone number of spectrum tv	USD	5000	0%	0%	Medium	43	2.23	10.80
work from home spectrum	USD	5000	0%	-90%	Low	24	0.36	5.68
spectrum mobile phone numbers	USD	5000	0%	0%	Low	24	0.76	3.90
time warner cable and spectrum	USD	5000	0%	-90%	Medium	35	2.58	6.30
charter communications wifi	USD	5000	0%	-90%	Medium	63	3.70	15.39
time warner and spectrum	USD	5000	0%	-90%	Low	33	2.21	6.21
spectrum careers login	USD	5000	900%	0%	Low	3	0.80	2.00
spectrum i phone deals	USD	5000	0%	0%	High	93	0.80	6.21
spectrum wifi log in	USD	5000	0%	0%	Low	1	0.50	3.39
spectrum cable careers	USD	5000	0%	0%	Low	16	0.66	3.28
spectrum xfinity	USD	5000	0%	0%	Low	10	2.86	20.02
spectrum customer s	USD	5000	0%	0%	Medium	45	2.30	14.49
spectrum number service	USD	5000	0%	0%	Medium	53	2.30	14.15
spectrum cable log in	USD	5000	0%	-90%	Low	0		
charter spectrum cable customer service	USD	5000	0%	0%	Low	25	0.38	3.00
spectrum new customer packages	USD	5000	0%	0%	Medium	50	2.57	14.49
charter spectrum customer care	USD	5000	0%	0%	Low	27	1.25	3.00
xfinity spectrum	USD	5000	0%	0%	Low	10	2.86	20.02
charter communications isp	USD	5000	-90%	0%	Low	25	3.15	14.15
spectrum jobs customer service	USD	5000	0%	-90%	Low	20	0.71	2.85
charter internet customer service number	USD	5000	0%	-90%	Low	23	1.25	3.00
my spectrum internet account	USD	5000	0%	0%	Low	25	8.28	14.49
spectrum internet customer service hours	USD	5000	0%	0%	Low	14	1.25	3.25
charter cable careers	USD	5000	0%	0%	Low	15	0.62	3.08
charter cable jobs	USD	5000	0%	0%	Low	15	0.62	3.08
charter job openings	USD	5000	0%	0%	Low	16	0.66	3.28
spectrum customer service employment	USD	5000	0%	-90%	Low	20	0.71	2.85
spectrum mobile customer services phone number	USD	5000	0%	0%	Low	13	0.89	3.15
spectrum service center	USD	500	0%	0%	Medium	46	2.39	14.15
spectrum start service	USD	500	0%	0%	Medium	57	3.15	16.15
order spectrum internet	USD	500	0%	0%	Medium	59	3.00	14.97
order spectrum internet online	USD	500	0%	0%	Medium	51	3.00	14.51
charter home internet	USD	500	0%	0%	Medium	64	3.39	12.78
spectrum start new service	USD	500	0%	-90%	Medium	52	3.00	16.15
get spectrum wifi	USD	500	900%	900%	Medium	60	3.00	16.11
start spectrum service	USD	500	0%	0%	Medium	63	3.15	16.11
spectrum wireless plans	USD	500	0%	-90%	Medium	61	2.75	14.15
spectrum internet new service	USD	500	0%	0%	Medium	57	3.15	16.15
spectrum order online	USD	500	0%	0%	Medium	51	3.00	14.51
spectrum phone company	USD	500	0%	0%	Medium	50	2.85	13.11
cable spectrum	USD	500	0%	0%	Medium	50	2.75	13.80
charter phone service	USD	500	0%	0%	Medium	55	2.30	10.00
charter internet packages	USD	500	0%	0%	Low	33	2.75	10.71
spectrum internet sales	USD	500	0%	0%	Low	19	3.15	16.11
spectrum residential internet	USD	500	0%	0%	Medium	43	3.00	14.49
spectrum telephone	USD	500	0%	0%	Medium	52	2.25	7.80
order spectrum	USD	500	0%	0%	Medium	59	3.00	14.97
spectrum internet start service	USD	500	900%	900%	Medium	59	3.15	17.06
spectrum offers internet	USD	500	0%	0%	Medium	58	2.84	14.15
spectrum set up new service	USD	500	0%	0%	Medium	50	3.95	15.00
spectrum customer service number ohio	USD	500	0%	0%	Low	26	2.50	3.65
spectrum phones for seniors	USD	500	0%	-90%	High	99	2.21	8.28
spectrum internet and cable deals	USD	500	0%	0%	Low	25	2.75	13.51
spectrum internet wifi	USD	500	0%	0%	Medium	37	3.00	14.49
charter phone plans	USD	500	-90%	-90%	High	67	2.57	10.79
spectrum buy phone	USD	500	0%	0%	High	69	2.92	11.51
sign up for spectrum internet	USD	500	0%	0%	Medium	66	3.15	14.49
spectrum mobile español	USD	500	0%	0%	Low	26	0.95	4.70
spectrum sales number	USD	500	0%	0%	Medium	41	2.50	14.49
charter cell phone plans	USD	500	-90%	-90%	Medium	65	1.00	9.00
spectrum cell phone plans for seniors	USD	500	0%	0%	Medium	56	0.77	3.42
spectrum internet tv	USD	500	0%	0%	Medium	42	2.57	10.80
spectrum business internet pricing	USD	500	0%	0%	Medium	43	5.81	38.95
spectrum internet phone	USD	500	0%	0%	Medium	50	2.57	12.78
spectrum cellular plans	USD	500	0%	0%	Medium	61	1.11	6.50
spectrum phone service plans	USD	500	0%	0%	Medium	53	2.50	11.51
spectrum phone service reviews	USD	500	0%	0%	Low	26	8.28	14.49
mobile spectrum	USD	500	0%	0%	Medium	40	0.90	8.10
twc internet	USD	500	0%	0%	Low	23	2.75	11.28
spectrum cable and internet packages	USD	500	0%	0%	Low	33	2.75	10.71
spectrum home service	USD	500	0%	0%	Medium	46	2.76	12.39
spectrum cable internet packages	USD	500	0%	0%	Low	17	2.57	7.80
spectrum new phone	USD	500	0%	0%	High	73	2.50	11.51
time warner cable internet	USD	500	0%	0%	Low	23	2.75	11.28
spectrum prepaid plans	USD	500	0%	0%	High	73	4.14	14.15
charter cell phone	USD	500	0%	0%	Medium	64	1.10	9.00
switch to spectrum mobile	USD	500	0%	0%	Medium	51	1.45	9.00
charter spectrum internet deals	USD	500	-90%	-90%	Medium	34	2.85	11.51
spectrum phone and internet	USD	500	0%	0%	Medium	50	2.75	12.39
spectrum cell phone service reviews	USD	500	0%	0%	Low	14	0.02	7.84
spectrum prepaid	USD	500	0%	0%	High	72	5.50	14.49
spectrum tv internet packages	USD	500	900%	900%	Medium	36	2.50	9.54
charter communications services	USD	500	0%	-90%	Medium	38	3.66	14.63
spectrum internet and wifi	USD	500	0%	0%	Medium	37	3.00	14.49
spectrum set up service	USD	500	0%	0%	Medium	46	3.39	14.49
charter cable and internet	USD	500	0%	0%	Medium	44	3.39	11.57
spectrum internet north carolina	USD	500	0%	0%	Medium	39	2.85	14.49
spectrum business wifi	USD	500	0%	0%	Medium	59	9.33	29.21
spectrum internet connection	USD	500	0%	0%	Medium	37	3.03	12.39
brighthouse cable	USD	500	0%	0%	Low	25	3.15	12.43
spectrum internet and phone service	USD	500	0%	900%	Low	29	2.85	14.15
new spectrum internet	USD	500	0%	0%	Medium	56	3.40	14.49
spectrum service plans	USD	500	900%	0%	Medium	48	2.85	14.11
spectrum celulares	USD	500	0%	0%	High	97	1.13	3.77
charter spectrum mobile	USD	500	0%	0%	Medium	40	1.12	9.00
spectrum add a line	USD	500	0%	0%	Medium	62	3.00	14.49
charter cable internet	USD	500	0%	0%	Medium	44	3.39	11.57
spectrum family plan	USD	500	0%	0%	Medium	54	2.85	12.78
charter cell phone service	USD	500	0%	0%	Medium	51	1.05	9.49
spectrum phones and plans	USD	500	-90%	-90%	High	72	3.15	14.51
spectrum official site	USD	500	0%	0%	Medium	41	2.75	11.51
