Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
verizon fios northeast coverage	USD	16000	0%	0%	Medium	72	2.40	7.20
verizon fios plans by address	USD	15000	0%	5%	High	83	3.10	9.30
verizon internet address check	USD	14000	0%	0%	High	82	3.05	9.15
verizon fios price lock	USD	48000	0%	10%	High	84	3.20	9.60
verizon fios 3 year price lock	USD	42000	0%	15%	High	83	3.30	9.90
verizon fios 5 year price lock	USD	38000	0%	18%	High	84	3.40	10.20
fios price lock guarantee	USD	34000	0%	12%	High	82	3.15	9.45
verizon fios vs xfinity	USD	90000	0%	5%	High	85	3.50	10.50
verizon fios vs spectrum	USD	74000	0%	0%	High	84	3.40	10.20
verizon fios vs at&t fiber	USD	62000	0%	5%	High	85	3.55	10.65
verizon fios vs frontier	USD	55000	0%	0%	High	83	3.35	10.05
fios vs cable internet	USD	48000	0%	0%	High	82	3.20	9.60
fios vs other fiber internet providers	USD	42000	0%	0%	High	81	3.10	9.30
verizon fios vs comcast	USD	38000	0%	0%	High	83	3.30	9.90
verizon fios internet for home office	USD	33000	0%	10%	Medium	74	2.90	8.70
verizon fios remote work internet	USD	29000	0%	5%	Medium	72	2.80	8.40
fios internet for work from home	USD	26000	0%	10%	Medium	73	2.85	8.55
verizon fios wifi	USD	220000	0%	0%	Medium	74	2.30	6.90
verizon fios wifi router	USD	180000	0%	0%	Medium	70	2.25	6.75
fios wifi extender	USD	140000	0%	0%	Medium	65	2.00	6.00
verizon fios wi-fi 6	USD	80000	0%	10%	Medium	72	2.50	7.50
verizon fios mesh wifi	USD	65000	0%	5%	Medium	70	2.45	7.35
verizon fios whole home wifi	USD	55000	0%	5%	Medium	71	2.48	7.44
verizon fios internet plans pricing	USD	120000	0%	0%	High	86	3.25	9.75
fios 300 mbps plan	USD	95000	0%	0%	High	83	3.10	9.30
fios 500 mbps plan	USD	85000	0%	0%	High	83	3.15	9.45
fios gig plan price	USD	78000	0%	5%	High	84	3.35	10.05
verizon fios 2 gig plan price	USD	68000	3%	18%	High	85	3.60	10.80
fios internet monthly cost	USD	60000	0%	0%	High	84	3.20	9.60
verizon fios pricing 2025	USD	55000	0%	5%	High	85	3.40	10.20
verizon fios pricing 2026	USD	48000	10%	35%	High	86	3.50	10.50
verizon fios installation	USD	110000	0%	0%	Medium	72	2.30	6.90
verizon fios self installation	USD	80000	0%	0%	Medium	68	2.20	6.60
fios installation cost	USD	65000	0%	0%	Medium	70	2.35	7.05
verizon fios technician	USD	50000	0%	0%	Medium	65	2.10	6.30
verizon fios setup	USD	45000	0%	0%	Medium	66	2.15	6.45
verizon fios equipment	USD	95000	0%	0%	Medium	68	2.20	6.60
fios router included	USD	72000	0%	5%	Medium	67	2.18	6.54
verizon fios unlimited data	USD	88000	0%	0%	High	82	3.00	9.00
fios no data cap	USD	65000	0%	0%	High	81	2.90	8.70
verizon fios mobile and home discount	USD	55000	0%	5%	High	83	3.30	9.90
verizon mobile home discount	USD	48000	0%	5%	High	82	3.25	9.75
fios bundle discount	USD	42000	0%	0%	High	81	3.10	9.30
verizon fios streaming perks	USD	38000	0%	10%	High	80	3.05	9.15
fios netflix bundle	USD	34000	0%	5%	High	81	3.15	9.45
fios disney bundle	USD	30000	0%	5%	High	80	3.10	9.30
verizon fios internet for apartments	USD	28000	0%	5%	Medium	73	2.70	8.10
fios apartment availability	USD	24000	0%	0%	Medium	71	2.60	7.80
verizon fios business internet	USD	75000	0%	0%	High	85	5.20	15.60
fios business plans	USD	60000	0%	0%	High	84	5.00	15.00
verizon fios small business	USD	50000	0%	0%	High	83	4.80	14.40
verizon fios internet speed test	USD	170000	0%	0%	Medium	70	1.90	5.70
fios speed test	USD	240000	0%	0%	Medium	68	1.80	5.40
how fast is verizon fios	USD	90000	0%	0%	Medium	72	2.20	6.60
verizon fios gigabit internet	USD	80000	0%	5%	High	84	3.30	9.90
verizon fios fiber optic internet	USD	70000	0%	0%	High	85	3.25	9.75
verizon fios gig internet plan	USD	62000	0%	5%	High	84	3.35	10.05
verizon fios 1 gig internet price	USD	55000	0%	5%	High	83	3.40	10.20
verizon fios 2 gig internet	USD	48000	3%	20%	High	85	3.60	10.80
verizon fios 2 gig internet review	USD	40000	3%	18%	High	82	3.45	10.35
best fiber internet provider northeast	USD	35000	0%	5%	High	86	4.00	12.00
verizon fios vs google fiber	USD	28000	0%	0%	High	83	3.40	10.20
is verizon fios available in my area	USD	165000	0%	0%	High	82	2.90	8.70
does verizon fios serve my address	USD	85000	0%	0%	High	81	2.85	8.55
verizon fios zip code check	USD	72000	0%	0%	High	82	2.95	8.85
check verizon fios availability	USD	65000	0%	0%	High	83	3.00	9.00
verizon fios internet vs 5g home	USD	58000	5%	25%	High	84	3.20	9.60
verizon fios or 5g home which is better	USD	45000	5%	22%	High	83	3.15	9.45
verizon fios symmetrical upload download	USD	38000	0%	5%	Medium	74	2.70	8.10
verizon fios best plan for streaming	USD	34000	0%	5%	Medium	75	2.80	8.40
verizon fios best plan for large family	USD	30000	0%	5%	Medium	73	2.75	8.25
verizon fios plan comparison	USD	55000	0%	0%	High	84	3.20	9.60
compare verizon fios plans	USD	48000	0%	0%	High	83	3.15	9.45
verizon fios plans 2026	USD	42000	10%	40%	High	86	3.50	10.50
verizon fios new customer offer	USD	38000	0%	5%	High	85	4.10	12.30
fios introductory offer	USD	32000	0%	0%	High	84	3.90	11.70
verizon fios promo code	USD	55000	0%	0%	High	82	3.60	10.80
switch to verizon fios	USD	45000	0%	0%	High	84	3.70	11.10
switch from spectrum to fios	USD	30000	0%	5%	High	83	3.50	10.50
switch from xfinity to fios	USD	28000	0%	5%	High	83	3.55	10.65
verizon fios cancel service	USD	85000	0%	0%	Low	35	1.20	3.60
fios outage	USD	120000	0%	0%	Low	28	0.80	2.40
verizon fios connection issues	USD	65000	0%	0%	Low	30	0.90	2.70
