Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
at&t home internet packages	USD	5000	0%	0%	Medium	47	2.20	10.62
att cable deals	USD	5000	0%	0%	Medium	53	1.82	4.92
at&t internet box	USD	5000	0%	0%	High	92	1.79	8.00
at&t planes internet	USD	5000	0%	0%	Medium	39	1.70	8.00
fiber optic home internet	USD	5000	900%	900%	Low	6	5.74	20.00
at&t fiber support	USD	5000	0%	0%	Low	20	0.34	1.01
at&t internet providers near me	USD	5000	-90%	-99%	Low	22	3.79	12.20
att check internet speed	USD	5000	-90%	-90%	Low	3	0.32	17.55
at&t wifi and internet	USD	5000	900%	0%	Medium	43	2.66	14.22
at&t fiber gateway	USD	5000	0%	900%	Low	22	3.80	35.84
at and t internet offers	USD	5000	0%	-90%	Medium	59	2.21	11.54
optic cable internet	USD	5000	0%	0%	High	84	0.97	13.50
fiber internet home	USD	5000	0%	900%	Low	29	5.95	24.61
att fiber box	USD	5000	0%	-90%	Low	4	3.03	18.45
att test speed	USD	5000	-90%	-90%	Low	3	0.32	17.55
at&t internet backup	USD	5000	0%	0%	Low	14	26.82	309.64
at&t service wifi	USD	5000	-90%	-90%	Medium	44	4.65	16.85
att ont	USD	5000	0%	-90%	Low	8	1.60	17.58
att fiber router	USD	5000	0%	0%	High	72	1.25	14.55
fiber map att	USD	5000	0%	0%	Low	23	1.53	8.00
att fibre cost	USD	5000	0%	0%	Medium	37	0.96	5.78
price of att fiber	USD	5000	0%	0%	Medium	37	0.96	5.78
at&t internet packages prices	USD	5000	0%	0%	Medium	52	2.17	8.00
att internet uverse	USD	5000	0%	-90%	Low	33	1.73	10.51
check availability for at&t internet	USD	5000	0%	900%	Low	24	3.00	13.06
fiber optic internet connection	USD	5000	0%	900%	Low	8	3.77	18.85
att internet 300 plan	USD	5000	-90%	0%	Low	5	1.08	5.89
price at&t internet	USD	5000	900%	900%	Low	9	1.41	6.44
fiber optic cable and internet	USD	5000	0%	0%	High	84	0.97	13.50
fiber internet wireless	USD	5000	0%	0%	Medium	60	6.00	27.47
att availability checker	USD	5000	0%	0%	Low	21	2.12	10.99
fastest wifi	USD	5000	0%	0%	Medium	65	4.81	20.49
at t fiber	USD	5000	0%	-90%	Medium	36	2.14	17.29
att com internet	USD	5000	900%	0%	Medium	37	2.04	10.97
2 gig internet	USD	5000	0%	0%	Medium	46	3.62	15.72
att fiber internet san diego	USD	5000	900%	900%	Low	1	2.73	102.81
at & t fiber optic	USD	5000	0%	0%	Medium	40	2.53	9.03
access from at&t internet	USD	5000	0%	0%	Low	19	2.86	14.61
att fiber coupon code	USD	5000	0%	0%	Low	28	2.00	8.00
at and t fiber internet	USD	500	0%	900%	Medium	39	2.34	15.04
att gigabit internet	USD	500	0%	0%	Low	32	2.38	8.64
att fiber service	USD	500	0%	0%	Low	29	3.04	8.84
at and t fiber optic	USD	500	0%	0%	Low	33	2.32	10.80
att fiber optic plans	USD	500	0%	0%	Medium	39	2.06	8.00
att internet plans fiber	USD	500	-90%	0%	Medium	36	2.66	16.85
att home fiber	USD	500	0%	0%	Medium	49	3.22	11.27
att fiber offers	USD	500	0%	0%	Medium	50	2.17	8.62
att residential fiber	USD	500	0%	0%	Medium	45	2.40	8.00
att fiber 300	USD	500	-90%	0%	Low	28	1.60	45.04
att fiber options	USD	500	0%	0%	Medium	37	1.59	8.42
att fios	USD	500	0%	0%	Low	24	3.53	13.66
att fastest internet	USD	500	0%	0%	Medium	53	2.35	11.12
att residential internet	USD	500	0%	0%	Medium	50	2.96	14.86
att 1 gig internet	USD	500	0%	0%	Low	19	1.33	8.71
att fiber sign up	USD	500	0%	0%	Medium	38	4.51	29.88
att and t internet	USD	500	0%	0%	Medium	53	3.12	14.01
at&t fiber optic internet plans	USD	500	0%	0%	Low	7	1.88	8.00
att fiber optic availability	USD	500	0%	0%	Medium	38	2.15	12.00
fiber at&t internet	USD	500	0%	0%	Medium	46	3.21	12.49
att fiber optic cable	USD	500	0%	0%	High	98	0.46	6.04
at&t gigabit	USD	500	-90%	-90%	Medium	42	2.60	12.00
att fiber 1000	USD	500	-90%	0%	Low	17	1.12	7.92
att fiber internet prices	USD	500	0%	0%	Low	33	1.66	7.22
at&t fiber optic in my area	USD	500	0%	0%	Medium	48	2.36	12.00
att fiber 500	USD	500	0%	0%	Low	28	1.16	13.21
sign up for att internet	USD	500	0%	0%	Medium	56	5.20	25.80
at&t fiber internet in my area	USD	500	0%	0%	Medium	52	2.50	11.16
get att internet	USD	500	0%	0%	Medium	59	4.40	15.85
att fiber eligibility	USD	500	0%	0%	Low	13	2.38	12.39
at&t home wifi plans	USD	500	0%	0%	Medium	37	2.53	12.52
att 2 gig internet	USD	500	0%	-90%	Low	29	1.73	8.76
att 5 gig fiber	USD	500	0%	900%	Low	32	1.25	6.50
att gigabit fiber	USD	500	0%	900%	Medium	41	2.37	10.12
at&t high speed internet plans	USD	500	0%	0%	Low	22	1.49	9.29
att internet offers	USD	500	0%	0%	Medium	52	2.17	11.79
att fiber upload speed	USD	500	0%	0%	Low	18	2.67	24.30
at and t fiber availability	USD	500	0%	0%	Medium	38	2.04	10.95
at&t wireless internet plans	USD	500	0%	0%	Low	30	1.85	9.12
at&t fiber optics in my area	USD	500	0%	0%	Medium	48	2.36	12.00
att home fiber internet	USD	500	0%	900%	Medium	40	3.09	10.00
at&t internet plans for home	USD	500	0%	0%	Medium	44	2.17	9.92
at&t fiber locations	USD	500	0%	0%	Low	27	1.68	10.72
att internet sales	USD	500	0%	0%	Medium	42	5.63	39.76
at and t wifi plans	USD	500	0%	0%	Medium	65	3.00	14.98
att fiber sales	USD	500	0%	900%	Low	25	5.04	29.95
at&t internet fiber availability	USD	500	-90%	0%	Medium	41	2.38	8.00
at&t fiber optic service	USD	500	-90%	0%	Medium	36	3.38	8.53
at&t fiber columbus ohio	USD	500	0%	0%	Low	8	2.48	8.74
att 1gb internet	USD	500	0%	900%	Medium	42	1.50	15.69
att fiber san antonio	USD	500	0%	0%	Medium	37	3.26	31.93
get att fiber	USD	500	0%	0%	Medium	40	3.90	11.31
att fiber internet cost	USD	500	0%	0%	Medium	35	1.40	5.74
internet 1000	USD	500	0%	0%	High	67	3.03	13.19
att fiber cable	USD	500	0%	0%	High	99	0.41	6.78
att fiber net	USD	500	0%	0%	Low	29	3.62	10.48
att 1000 internet	USD	500	0%	0%	Low	32	1.24	10.82
at&t internet connection	USD	500	0%	0%	Low	24	3.24	11.28
att internet rates	USD	500	0%	0%	Medium	43	2.17	7.15
att isp	USD	500	0%	0%	Medium	45	2.76	9.99
at and t home internet plans	USD	500	0%	900%	Medium	63	2.98	12.74
att fiber internet speed	USD	500	0%	0%	Low	18	1.16	7.21
at&t fiber service area	USD	500	0%	900%	Medium	41	1.95	7.75
at&t fiber deals for new customers	USD	500	0%	0%	Medium	50	1.40	7.00
check for att fiber	USD	500	0%	-90%	Medium	48	2.56	7.92
att fiber at my address	USD	500	0%	0%	Medium	44	2.33	10.63
att fiber san diego	USD	500	0%	0%	Medium	47	2.82	78.57
fiber att availability	USD	500	0%	-90%	Low	21	2.57	12.00
att dsl internet	USD	500	0%	0%	Low	24	2.30	9.58
best fiber internet	USD	500	0%	0%	High	76	5.30	22.39
att internet at my address	USD	500	0%	0%	Medium	58	2.53	11.27
at&t fiber coverage map	USD	500	0%	0%	Low	6	1.91	8.63
att high speed internet availability	USD	500	0%	0%	Medium	54	2.13	9.91
att 1000	USD	500	-90%	-90%	Low	32	1.01	8.95
at and t fiber plans	USD	500	-90%	-90%	Medium	40	1.91	12.20
att fiber optic speed	USD	500	0%	0%	Low	25	0.98	7.57
5 gig fiber internet	USD	500	0%	0%	Medium	52	2.53	14.11
att business fiber pricing	USD	500	0%	0%	Medium	58	9.00	228.03
at&t internet specials	USD	500	0%	0%	Medium	56	2.00	8.00
att fiber coverage	USD	500	0%	0%	Low	26	1.91	12.00
att wifi fiber	USD	500	0%	0%	Medium	50	3.84	14.19
fiber cable internet	USD	500	0%	0%	High	74	4.74	18.62
at&t internet only	USD	500	0%	0%	Medium	48	1.91	10.10
internet 1000 att	USD	500	0%	0%	Low	32	1.24	10.82
att fiber setup	USD	500	0%	0%	Low	27	5.79	12.95
att fiber columbus	USD	500	0%	0%	Low	8	2.48	8.74
at&t cable service	USD	500	0%	0%	Medium	58	2.32	7.54
att internet coverage	USD	500	-90%	0%	Medium	37	1.87	8.16
order att internet	USD	500	0%	0%	Medium	57	4.94	15.00
5 gig internet	USD	500	0%	0%	Medium	59	2.79	12.48
at&t 5 gig internet	USD	500	0%	900%	Low	23	1.51	6.68
att internet plans in my area	USD	500	0%	0%	Medium	44	2.35	11.28
att start service	USD	500	0%	0%	Medium	62	7.00	32.36
att business fiber availability	USD	500	0%	0%	Medium	59	7.82	339.26
at&t internet deals for existing customers	USD	500	0%	0%	Low	23	1.18	4.81
att fiber dallas	USD	500	0%	0%	Low	16	2.34	40.81
at&t 1000 mbps	USD	500	900%	900%	Low	23	1.11	7.46
get fiber internet	USD	500	0%	0%	High	72	6.75	29.99
att service availability	USD	500	0%	0%	Low	14	1.90	10.82
at and t internet prices	USD	500	0%	-90%	Medium	54	2.17	8.00
att internet san antonio	USD	500	0%	0%	Medium	36	3.08	21.05
att wifi deals	USD	500	0%	0%	Medium	51	2.80	11.17
fiber availability att	USD	500	0%	0%	Low	21	3.88	12.66
att internet available in my area	USD	500	0%	0%	Medium	41	2.17	9.43
at&t fiber optic map	USD	500	0%	0%	Low	26	1.53	5.16
fiber eligibility att	USD	500	0%	900%	Low	17	3.27	16.95
optic internet	USD	500	0%	0%	Medium	50	6.25	29.99
fast fiber internet	USD	500	-90%	0%	Medium	42	5.32	20.00
at&t fiber connection	USD	500	0%	0%	Low	29	3.62	10.48
att cable internet plans	USD	500	0%	0%	Medium	49	2.31	6.76
att home internet availability	USD	500	0%	0%	Medium	43	2.43	8.04
at&t internet deals for new customers	USD	500	0%	0%	Medium	50	2.00	7.90
att home service	USD	500	0%	0%	Medium	58	2.33	9.12
att internet 50	USD	500	0%	0%	Low	22	1.59	15.00
att internet check address	USD	500	0%	0%	Low	29	1.86	10.36
at&t fiber available in my area	USD	500	0%	0%	Medium	47	2.05	7.37
at&t fiber internet map	USD	500	0%	0%	Low	23	1.67	11.31
att fibre plans	USD	500	0%	0%	Medium	60	2.98	10.00
att residential	USD	500	0%	0%	Medium	54	2.57	8.71
at&t fiber deals for existing customers	USD	500	0%	0%	Low	27	1.40	3.53
att wifi and cable	USD	500	0%	0%	Medium	47	2.98	10.26
at&t internet installation	USD	500	0%	0%	Low	25	4.33	20.77
att speeds	USD	500	0%	0%	Low	12	1.00	7.07
fastest att internet	USD	500	0%	0%	Medium	53	2.35	11.12
internet 50 att	USD	500	0%	0%	Low	30	1.29	14.86
at&t wifi internet plans	USD	500	0%	0%	Medium	41	1.98	11.11
fiber speeds	USD	500	0%	0%	Medium	35	2.18	12.00
att fibre availability	USD	500	-90%	0%	Medium	56	1.64	7.94
fiber 500 internet	USD	500	0%	0%	Low	29	4.33	25.84
internet 300	USD	500	-90%	-90%	Medium	64	3.55	14.54
att internet quote	USD	500	0%	0%	Medium	54	3.93	13.11
internet 100	USD	500	0%	-90%	Medium	39	2.68	14.47
att high speed	USD	500	0%	-90%	Medium	57	3.00	9.62
fiber eligibility	USD	500	0%	0%	Medium	39	0.90	12.75
best fiber optic internet	USD	500	0%	0%	High	72	4.11	19.33
att fiber map coverage	USD	500	0%	0%	Low	23	2.22	12.43
att fiber area	USD	500	0%	-90%	Medium	35	1.61	9.99
att internet speeds in my area	USD	500	0%	0%	Medium	37	1.72	6.47
att check fiber availability	USD	500	0%	0%	Low	17	1.78	12.00
att internet 25	USD	500	0%	0%	Low	22	1.47	13.90
at&t fiber coverage	USD	500	0%	900%	Low	18	2.88	18.25
att wifi options	USD	500	0%	0%	Medium	54	2.78	12.65
att wifi availability	USD	500	0%	0%	Medium	37	2.50	12.00
att home internet wireless	USD	500	0%	0%	Medium	36	2.45	12.14
att fiber business internet	USD	500	0%	900%	Medium	45	16.15	445.98
att fiber wire	USD	500	0%	-90%	High	74	3.60	9.22
at&t fiber network	USD	500	0%	0%	Low	29	3.62	10.48
att fiber 1 gig	USD	500	0%	900%	Medium	37	1.66	53.35
att business internet pricing	USD	500	0%	0%	Medium	47	9.96	195.15
at&t home internet prices	USD	500	0%	0%	Medium	50	2.17	7.56
att internet availability map	USD	500	0%	0%	Low	19	2.03	6.61
fiber 500	USD	500	0%	0%	Medium	63	3.64	20.00
att address check	USD	500	0%	0%	Low	19	1.97	13.85
att new customer internet deals	USD	500	0%	0%	Medium	61	2.17	8.00
att internet plans near me	USD	500	0%	-90%	Medium	56	2.19	8.82
at&t fiber internet reviews	USD	500	0%	0%	Low	18	4.47	29.63
at&t provider	USD	500	0%	0%	Medium	57	2.85	14.55
att service check	USD	500	0%	0%	Low	23	1.52	9.60
att set up internet	USD	500	0%	0%	Medium	45	6.74	28.75
internet 500	USD	500	-90%	-90%	Medium	66	3.37	14.47
at&t internet speed plans	USD	500	0%	0%	Low	22	1.49	9.29
residential fiber internet	USD	500	900%	0%	Low	5	4.85	23.25
att fiber discount	USD	500	0%	0%	Medium	45	2.00	7.28
att home internet speeds	USD	500	0%	0%	Low	31	1.79	7.33
access at&t	USD	500	0%	-90%	Low	12	3.45	17.78
at&t wifi home internet	USD	500	0%	0%	Medium	57	3.00	13.42
att wifi in my area	USD	500	0%	0%	Medium	57	2.55	9.93
fiber service	USD	500	0%	-90%	Medium	48	7.27	26.98
at&t internet columbus ohio	USD	500	0%	900%	Low	24	2.87	10.59
at&t fiber optic wifi	USD	500	0%	900%	Low	21	3.60	8.80
att fiber by address	USD	500	0%	900%	Low	33	2.25	10.17
att home internet deals	USD	500	0%	0%	Low	25	2.00	9.00
at&t set up internet	USD	500	0%	0%	Medium	45	6.74	28.75
at&t internet wifi plans	USD	500	0%	0%	Medium	41	1.98	11.11
att basic internet	USD	500	0%	-90%	Medium	35	1.30	8.00
att wired internet	USD	500	-90%	0%	Medium	55	1.86	8.72
check fiber availability att	USD	500	0%	900%	Low	15	2.76	12.00
att abf	USD	500	0%	0%	Medium	47	10.49	793.44
at&t fixed wireless internet availability	USD	500	0%	-90%	Low	33	4.93	44.15
att 25 internet	USD	500	0%	0%	Low	22	1.47	13.90
att fiber address	USD	500	0%	0%	Low	22	2.18	9.43
att free internet	USD	500	0%	0%	Low	20	2.17	8.16
at&t internet reviews in my area	USD	500	0%	0%	Low	29	3.23	20.99
at&t fiber new customer deals	USD	500	0%	0%	Low	20	2.00	8.00
att internet discount	USD	500	0%	0%	Medium	34	1.97	8.00
internet 25 att	USD	500	0%	0%	Low	22	1.47	13.90
att fiber number	USD	500	0%	0%	Medium	54	1.54	8.00
att internet eligibility	USD	500	0%	-90%	Low	18	0.90	12.01
at&t fiber internet customer service	USD	500	0%	0%	Medium	50	1.28	5.66
at&t gigapower	USD	500	0%	0%	Low	21	1.87	6.73
att wifi near me	USD	500	0%	0%	Medium	62	3.60	16.65
att internet 10	USD	500	0%	0%	Low	18	2.04	14.89
check if att fiber is available	USD	500	-90%	0%	Medium	48	2.49	12.00
att download speed	USD	500	0%	0%	Low	8	1.67	10.28
uverse availability	USD	500	900%	0%	Low	21	1.85	14.86
att fiber san francisco	USD	500	900%	0%	Medium	36	3.33	10.93
at&t internet cost per month	USD	500	0%	0%	Medium	35	1.81	4.96
att fiber download speed	USD	500	0%	-90%	Low	10	3.55	10.71
att 300	USD	500	0%	0%	Medium	60	1.11	31.47
fastest wifi service	USD	500	0%	-90%	Low	23	8.13	43.02
at&t internet san francisco	USD	500	-90%	0%	Low	33	3.48	11.93
at&t connection	USD	500	0%	0%	Low	32	2.10	9.65
at&t internet and cable service	USD	500	0%	0%	Medium	66	3.29	8.46
att new internet	USD	500	-90%	-90%	Medium	42	5.33	14.86
new fiber optic internet	USD	500	0%	900%	Medium	65	4.38	19.94
at&t cable and internet packages	USD	500	0%	0%	Medium	49	2.31	6.76
att fiber internet promotions	USD	500	0%	900%	Low	12	2.17	8.00
att fiber internet 1000	USD	500	0%	0%	Low	23	1.55	10.00
att fiber gigabit	USD	500	0%	900%	Medium	41	2.37	10.12
at&t wireless broadband	USD	500	0%	0%	Low	18	4.11	358.81
att upload speed	USD	500	-90%	-90%	Low	15	1.68	30.67
att set up service	USD	500	0%	-90%	Medium	60	7.37	16.26
att fibra optica	USD	500	0%	0%	Medium	49	1.93	11.80
att sign up for internet	USD	500	0%	0%	Medium	55	6.43	28.28
cost of at&t fiber internet	USD	500	0%	0%	Medium	44	0.90	4.01
att wifi coverage	USD	500	-90%	0%	Medium	34	1.60	7.94
check my internet speed att	USD	500	0%	0%	Low	3		
att wi	USD	500	0%	0%	Medium	55	2.36	7.50
fiber optic internet packages	USD	500	0%	900%	Low	10	2.64	14.15
att fastest internet speed	USD	500	0%	900%	Medium	37	1.89	10.01
at&t service provider	USD	500	-90%	-90%	Medium	58	1.75	22.04
fiber line internet	USD	500	0%	0%	Medium	38	4.24	20.88
fiber check att	USD	500	0%	0%	Low	29	4.84	18.43
att fiber internet 500	USD	500	0%	0%	Low	11	1.17	11.97
att fiber expansion	USD	500	900%	0%	Low	7	1.95	25.50
att 1000 fiber	USD	500	-90%	0%	Low	17	1.12	7.92
att home internet options	USD	500	0%	0%	Medium	41	2.63	11.70
att internet 50 plan	USD	500	0%	0%	Low	13	1.21	6.17
at and t internet and cable	USD	500	-90%	0%	High	67	2.79	10.00
at and t wireless internet	USD	500	-90%	-90%	Medium	51	2.59	14.34
att gb internet	USD	500	0%	0%	Low	32	2.38	8.64
att fiber equipment	USD	500	0%	0%	Low	15	3.66	52.41
att fiber upgrade	USD	500	0%	0%	Low	17	2.01	8.00
att internet only plans	USD	500	0%	900%	Low	25	1.59	14.86
att internet locations	USD	500	0%	0%	Medium	45	1.70	7.28
at&t commercial fiber	USD	500	900%	0%	Low	7	2.93	145.41
