Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
fidium fiber pricing for new customers	USD	500	5%	18%	High	83	3.20	9.60
fidium fiber no contract plans	USD	500	5%	18%	High	78	2.70	8.10
fidium fiber upload speeds	USD	500	5%	18%	Medium	70	2.20	6.60
fidium fiber 1 gig plan price	USD	500	5%	20%	High	82	2.95	8.85
fidium fiber 2 gig plan price	USD	500	5%	20%	High	83	3.10	9.30
fidium fiber for gaming latency	USD	500	5%	18%	Medium	71	2.30	6.90
fidium fiber for streaming	USD	500	5%	18%	Medium	70	2.20	6.60
fidium fiber installation fee	USD	500	5%	18%	Medium	61	1.80	5.40
fidium fiber equipment cost	USD	500	5%	18%	Medium	58	1.80	5.40
fidium fiber unlimited data plans	USD	500	5%	18%	High	79	2.60	7.80
fidium fiber deals near me	USD	500	5%	18%	High	83	3.10	9.30
fidium fiber check availability	USD	500	5%	18%	High	80	2.60	7.80
fidium business internet pricing	USD	500	5%	18%	High	83	4.20	12.60
fidium fiber customer reviews	USD	500	5%	18%	Medium	65	1.90	5.70
fidium fiber outage map	USD	500	5%	18%	Low	16	0.42	1.26
fidium fiber for apartments	USD	500	5%	18%	Medium	68	2.20	6.60
fidium vs at&t fiber	USD	500	5%	18%	High	83	3.20	9.60
fidium fiber vs cable internet	USD	500	5%	18%	High	82	3.10	9.30
fidium fiber internet by zip code	USD	500	5%	18%	High	80	2.60	7.80
fidium fiber symmetrical upload download	USD	500	5%	18%	Medium	69	2.15	6.45
